Account Number,Reporting Period,Origination Date,Credit Limit,Outstanding Balance,CLTV Ratio,Interest Rate,Delinquency Status,Property State,Credit Score,Loan Type,DTI Ratio,Loan Modification,Charge-Off Status
209033,2025-02,2020-09-16,83789,29736,66.44,3.25,Current,CA,733,Fixed,52.35,No,No
209034,2025-02,2020-09-06,243104,136978,54.15,7.27,90+ Days,FL,747,HELOC,16.21,No,No
209035,2025-02,2019-05-16,77624,84195,96.32,3.23,Current,CA,592,Fixed,36.96,Yes,No
209036,2025-02,2015-01-21,121961,136765,61.5,3.95,Current,FL,679,Fixed,39.5,No,No
209037,2025-02,2019-05-07,13084,64015,92.56,7.75,Current,CA,593,Fixed,19.02,No,No
209038,2025-02,2021-11-01,218551,109197,65.06,7.01,Current,NY,798,HELOC,39.71,No,No
209039,2025-02,2023-12-13,165795,109849,80.24,4.11,Current,WA,824,HELOC,45.1,No,No
209040,2025-02,2020-08-12,38697,47271,69.38,8.65,Current,GA,833,HELOC,22.13,No,No
209041,2025-02,2019-03-04,89998,122953,93.3,8.5,Current,CA,606,HELOC,41.12,No,No
209042,2025-02,2020-12-08,30892,55166,53.55,8.66,Current,FL,734,Fixed,28.36,No,No
209043,2025-02,2019-01-20,140539,193703,66.92,3.36,Current,WA,651,Fixed,21.0,No,No
209044,2025-02,2021-06-12,110350,17172,76.99,3.99,Current,FL,505,HELOC,43.61,No,No
209045,2025-02,2017-10-24,19041,7630,89.04,4.22,Current,CA,801,Fixed,51.95,No,No
209046,2025-02,2019-10-22,130010,31952,92.96,8.09,Current,WA,806,Fixed,37.29,No,No
209047,2025-02,2015-09-01,130384,28090,54.69,4.87,Current,GA,669,Fixed,30.76,No,No
209048,2025-02,2021-10-04,36068,7614,80.75,4.55,Current,IL,567,Fixed,40.76,No,No
209049,2025-02,2022-11-17,20032,174194,56.36,7.68,Current,NY,584,Fixed,32.01,No,No
209050,2025-02,2020-01-23,104505,158907,66.66,3.96,60 Days,IL,563,HELOC,49.64,No,No
209051,2025-02,2016-05-24,236766,32023,95.32,4.25,Current,GA,613,HELOC,25.67,No,No
209052,2025-02,2023-01-01,179507,40993,98.35,5.65,Current,FL,506,Fixed,39.8,No,No
209053,2025-02,2023-09-23,45060,171321,75.57,5.19,Current,WA,785,HELOC,18.35,No,No
209054,2025-02,2019-10-27,24576,198703,62.13,6.38,30 Days,IL,796,HELOC,32.19,No,No
209055,2025-02,2015-10-24,139115,27656,56.87,8.33,Current,FL,681,HELOC,43.5,No,No
209056,2025-02,2018-08-16,198278,9981,59.78,8.21,Current,IL,656,Fixed,43.99,No,No
209057,2025-02,2015-04-27,220873,134783,69.82,3.31,30 Days,FL,579,HELOC,39.33,No,No
209058,2025-02,2023-06-08,69003,13889,86.86,3.27,Current,CA,622,Fixed,41.92,No,No
209059,2025-02,2020-01-20,208048,146802,88.39,7.8,Current,FL,771,HELOC,52.79,No,No
209060,2025-02,2019-04-24,244160,56944,75.88,6.92,Current,TX,781,HELOC,36.27,No,No
209061,2025-02,2018-05-10,38549,129484,88.2,8.01,30 Days,TX,717,Fixed,38.35,No,No
209062,2025-02,2015-02-15,179300,60593,56.49,7.77,Current,CA,785,HELOC,38.22,No,No
209063,2025-02,2019-08-21,127699,49824,62.89,5.27,Current,FL,521,HELOC,20.76,No,Yes
209064,2025-02,2017-06-01,164134,72397,86.25,7.34,Current,FL,705,Fixed,35.67,No,No
209065,2025-02,2019-05-27,95418,119516,63.56,3.56,Current,GA,678,Fixed,25.94,No,No
209066,2025-02,2022-04-22,123937,118203,80.43,5.61,Current,IL,562,Fixed,23.17,No,No
209067,2025-02,2021-12-21,96676,143228,91.48,6.36,Current,FL,637,HELOC,19.31,No,No
209068,2025-02,2018-05-13,94610,106934,75.09,5.23,Current,NY,513,Fixed,15.04,No,No
209069,2025-02,2016-02-13,14946,185881,70.62,5.68,Current,GA,650,Fixed,44.43,No,No
209070,2025-02,2015-01-22,16489,92348,91.28,4.93,Current,CA,802,Fixed,34.59,No,No
209071,2025-02,2019-11-28,119716,84472,82.38,4.91,Current,GA,705,Fixed,18.24,No,No
209072,2025-02,2022-04-19,208899,25501,89.52,6.41,Current,TX,737,HELOC,47.17,No,No
209073,2025-02,2020-05-21,146543,169401,77.1,7.93,Current,NY,551,Fixed,46.81,No,No
209074,2025-02,2020-11-10,165699,60877,74.79,8.85,Current,TX,505,HELOC,25.07,No,No
209075,2025-02,2021-02-07,23531,101001,79.28,6.93,Current,FL,623,Fixed,34.95,No,No
209076,2025-02,2016-08-06,165113,106420,51.82,6.62,Current,WA,705,HELOC,28.49,No,No
209077,2025-02,2018-04-19,245342,131352,79.44,5.2,Current,CA,750,Fixed,54.56,No,No
209078,2025-02,2017-08-05,248777,156021,58.43,7.44,Current,CA,694,HELOC,37.77,No,No
209079,2025-02,2023-12-23,246490,98423,63.36,5.59,Current,IL,667,Fixed,46.16,No,No
209080,2025-02,2018-12-26,67952,143809,86.26,5.28,Current,IL,630,Fixed,29.59,No,No
209081,2025-02,2020-10-01,180124,69502,76.66,5.83,Current,TX,846,Fixed,28.07,No,No
209082,2025-02,2022-07-27,14259,171968,86.5,6.9,Current,GA,655,Fixed,48.33,No,No
209083,2025-02,2016-10-13,207480,19092,97.7,4.06,Current,WA,588,Fixed,32.39,No,No
209084,2025-02,2016-11-23,85340,170626,84.56,5.02,Current,GA,825,HELOC,24.65,No,No
209085,2025-02,2022-07-01,188232,7844,62.41,8.08,Current,WA,713,HELOC,22.31,No,Yes
209086,2025-02,2016-08-08,230882,100348,96.89,5.66,30 Days,IL,703,Fixed,44.73,No,No
209087,2025-02,2017-09-15,48747,183496,98.81,4.86,Current,FL,714,Fixed,53.12,No,No
209088,2025-02,2016-04-08,92608,46472,51.15,5.73,Current,TX,793,HELOC,42.78,No,No
209089,2025-02,2023-03-13,59034,110107,73.98,6.08,Current,GA,614,Fixed,50.24,No,No
209090,2025-02,2017-06-27,191128,137965,81.58,8.21,30 Days,FL,733,HELOC,45.58,No,No
209091,2025-02,2016-03-08,199452,173268,76.86,6.96,Current,GA,818,HELOC,53.0,No,No
209092,2025-02,2019-05-19,132290,90999,67.34,7.8,Current,GA,785,HELOC,49.75,No,No
209093,2025-02,2019-11-08,120844,16497,51.5,5.41,Current,FL,633,Fixed,33.19,No,No
209094,2025-02,2015-09-12,176708,143811,95.95,8.85,Current,CA,612,Fixed,40.1,No,No
209095,2025-02,2021-03-07,158400,114590,60.3,8.93,Current,CA,778,Fixed,22.47,Yes,No
209096,2025-02,2022-04-01,71180,185017,98.38,6.39,Current,CA,824,Fixed,53.93,No,No
209097,2025-02,2016-03-13,49488,124302,94.96,3.59,Current,GA,697,HELOC,19.98,No,No
209098,2025-02,2022-06-13,202305,112191,56.95,4.56,Current,NY,716,HELOC,46.32,No,No
209099,2025-02,2021-04-02,22745,111996,83.4,3.95,Current,WA,502,Fixed,19.95,No,No
209100,2025-02,2018-12-19,94631,42832,82.43,8.9,Current,TX,616,Fixed,53.93,No,No
209101,2025-02,2023-07-24,243094,170807,61.4,4.52,60 Days,WA,569,Fixed,40.86,No,No
209102,2025-02,2022-08-16,222747,81098,91.39,3.5,Current,WA,705,Fixed,19.28,No,No
209103,2025-02,2017-02-22,176948,39817,52.94,3.78,Current,IL,601,HELOC,24.58,No,No
209104,2025-02,2022-10-04,94160,129068,51.37,3.29,Current,CA,644,HELOC,52.65,No,Yes
209105,2025-02,2023-05-25,183453,141571,62.23,9.0,Current,CA,689,HELOC,19.94,No,No
209106,2025-02,2023-01-30,145428,55551,77.57,5.29,Current,TX,607,Fixed,23.79,No,No
209107,2025-02,2018-09-13,218203,42280,57.36,7.04,Current,FL,519,Fixed,24.7,No,No
209108,2025-02,2019-07-21,150645,144220,79.22,3.12,30 Days,NY,519,Fixed,27.36,No,No
209109,2025-02,2019-04-04,194475,46416,54.44,8.77,Current,FL,566,Fixed,43.5,No,No
209110,2025-02,2021-07-27,91545,30144,98.32,4.88,Current,TX,784,HELOC,47.3,No,No
209111,2025-02,2016-06-19,130019,18293,87.04,6.35,Current,NY,617,HELOC,16.68,No,No
209112,2025-02,2023-03-22,236126,125973,67.36,3.66,Current,GA,554,HELOC,17.37,No,No
209113,2025-02,2018-11-03,58388,41241,60.48,6.34,Current,TX,745,HELOC,23.79,No,No
209114,2025-02,2020-07-31,125513,190822,87.55,7.82,Current,FL,504,HELOC,31.26,No,No
209115,2025-02,2017-11-25,209646,51109,68.78,6.22,Current,FL,543,HELOC,32.74,No,No
209116,2025-02,2016-05-23,196060,165683,89.19,3.03,Current,FL,608,Fixed,52.57,No,No
209117,2025-02,2019-09-28,231237,14328,92.79,4.31,60 Days,GA,620,Fixed,24.39,No,No
209118,2025-02,2021-02-06,95150,88147,70.8,7.62,Current,FL,796,Fixed,20.69,No,No
209119,2025-02,2017-01-22,50082,17033,58.42,5.55,Current,WA,755,Fixed,22.64,No,No
209120,2025-02,2021-08-24,39143,8538,78.53,5.3,Current,CA,506,Fixed,33.34,No,No
209121,2025-02,2022-07-09,24237,90054,51.24,4.59,Current,WA,797,Fixed,47.87,No,No
209122,2025-02,2020-09-11,62346,182538,54.95,3.17,Current,WA,823,HELOC,51.59,No,No
209123,2025-02,2021-05-16,164074,91969,77.45,5.99,Current,CA,753,HELOC,37.42,No,No
209124,2025-02,2022-11-15,123864,39939,72.43,6.34,Current,GA,708,HELOC,26.58,No,No
209125,2025-02,2017-09-20,10479,118835,62.88,4.19,Current,IL,543,Fixed,35.86,No,No
209126,2025-02,2017-08-03,157140,134728,97.59,8.26,Current,WA,837,HELOC,22.5,No,No
209127,2025-02,2021-12-16,93592,66488,97.56,7.57,30 Days,WA,824,HELOC,19.75,No,No
209128,2025-02,2023-08-03,101859,42819,52.47,4.93,Current,NY,845,HELOC,34.13,No,No
209129,2025-02,2017-10-14,210756,15577,76.92,3.18,Current,IL,789,Fixed,41.38,No,No
209130,2025-02,2015-05-03,118604,64380,95.07,4.21,Current,TX,755,Fixed,41.1,No,No
209131,2025-02,2023-11-21,40479,135502,72.56,5.87,Current,GA,508,HELOC,40.65,No,No
209132,2025-02,2018-08-01,58387,149502,54.99,5.07,Current,WA,625,HELOC,24.47,No,No
209133,2025-02,2020-10-13,78234,151652,59.91,7.72,Current,NY,669,HELOC,52.03,No,No
209134,2025-02,2015-09-24,151981,150654,82.39,7.88,Current,GA,719,HELOC,34.98,No,No
209135,2025-02,2016-01-19,235331,30431,53.87,7.87,Current,WA,667,HELOC,33.85,No,No
209136,2025-02,2019-05-06,118686,157129,73.41,8.31,Current,FL,702,Fixed,42.78,No,No
209137,2025-02,2020-03-16,96258,192282,91.13,3.01,Current,GA,698,HELOC,48.59,No,No
209138,2025-02,2021-04-29,64129,152948,69.86,3.67,Current,IL,637,HELOC,32.1,No,No
209139,2025-02,2020-07-23,240159,95604,78.05,6.19,Current,CA,840,HELOC,29.22,No,No
209140,2025-02,2019-12-14,160602,114195,68.99,8.53,Current,CA,659,Fixed,46.43,No,No
209141,2025-02,2022-05-26,117679,176231,79.67,3.53,60 Days,NY,701,Fixed,35.66,No,No
209142,2025-02,2020-10-14,75091,160901,83.26,7.11,Current,NY,792,Fixed,23.74,No,No
209143,2025-02,2018-10-06,16756,126199,92.53,5.26,Current,IL,831,HELOC,35.31,No,No
209144,2025-02,2022-05-24,106279,106160,66.95,7.61,Current,FL,755,Fixed,52.03,No,No
209145,2025-02,2019-11-11,241021,125116,62.76,7.57,60 Days,CA,618,Fixed,46.62,No,Yes
209146,2025-02,2022-11-24,237543,53768,54.35,7.55,Current,GA,680,HELOC,38.85,No,No
209147,2025-02,2019-02-27,122603,192963,86.08,6.07,Current,IL,637,HELOC,31.41,No,No
209148,2025-02,2023-01-17,94500,145075,64.29,4.47,30 Days,IL,800,Fixed,40.67,No,No
209149,2025-02,2017-02-19,134714,195958,69.66,6.68,Current,WA,571,HELOC,34.67,No,No
209150,2025-02,2017-09-12,120378,111236,77.18,3.77,Current,WA,613,Fixed,33.25,No,No
209151,2025-02,2015-04-10,117350,134069,75.25,8.32,Current,TX,833,Fixed,49.76,No,No
209152,2025-02,2016-11-03,83498,29882,53.57,7.01,Current,WA,541,HELOC,46.27,No,No
209153,2025-02,2016-01-05,204471,57672,85.9,3.01,60 Days,GA,829,Fixed,35.1,No,No
209154,2025-02,2022-02-02,28877,41417,67.47,7.68,60 Days,IL,846,Fixed,50.92,No,No
209155,2025-02,2016-07-09,37525,189631,88.86,7.81,Current,GA,513,HELOC,27.45,No,No
209156,2025-02,2017-04-17,112604,64301,79.44,7.75,Current,WA,727,HELOC,45.65,No,No
209157,2025-02,2023-04-04,67287,163736,83.23,7.36,Current,IL,517,Fixed,50.68,No,No
209158,2025-02,2018-07-09,74458,67917,57.51,5.51,Current,NY,649,HELOC,52.19,No,No
209159,2025-02,2016-05-07,184427,14242,84.48,3.19,Current,NY,612,Fixed,22.69,No,No
209160,2025-02,2018-09-25,171813,122678,51.26,5.54,Current,WA,705,HELOC,51.46,No,No
209161,2025-02,2019-03-05,59106,27967,56.98,8.9,30 Days,GA,702,HELOC,53.27,No,No
209162,2025-02,2016-01-10,172166,85516,54.53,3.84,Current,WA,581,Fixed,41.68,No,No
209163,2025-02,2021-05-06,34542,124799,84.0,8.56,Current,CA,648,HELOC,28.35,No,No
209164,2025-02,2022-02-01,168080,194374,51.98,4.45,Current,WA,649,HELOC,16.0,No,No
209165,2025-02,2022-08-27,84384,137716,52.38,5.04,Current,WA,581,Fixed,19.83,No,No
209166,2025-02,2016-11-26,124308,37027,72.01,8.1,Current,WA,770,HELOC,43.84,No,No
209167,2025-02,2015-10-10,105105,47911,89.01,4.24,Current,CA,802,HELOC,40.07,No,No
209168,2025-02,2016-04-15,111978,90613,71.62,7.25,Current,GA,705,Fixed,53.57,No,Yes
209169,2025-02,2015-09-23,58900,56069,52.71,6.13,Current,TX,667,Fixed,43.28,Yes,No
209170,2025-02,2022-05-08,158244,47284,87.27,5.48,Current,WA,787,HELOC,54.14,No,No
209171,2025-02,2015-01-16,191527,153770,67.12,4.98,Current,WA,792,Fixed,42.84,No,No
209172,2025-02,2018-05-19,57831,185556,53.97,7.31,Current,NY,684,Fixed,23.54,No,No
209173,2025-02,2019-03-21,143822,97056,86.16,6.78,Current,WA,581,HELOC,21.56,No,No
209174,2025-02,2018-02-14,215407,125530,80.84,8.19,30 Days,NY,646,HELOC,38.82,No,No
209175,2025-02,2020-03-02,157400,16493,65.31,7.09,Current,NY,838,HELOC,16.23,Yes,No
209176,2025-02,2016-08-31,160599,7257,70.65,7.43,Current,IL,836,Fixed,38.19,No,No
209177,2025-02,2015-02-08,57646,135385,50.74,8.48,Current,FL,750,Fixed,45.09,No,No
209178,2025-02,2022-11-14,140579,168999,88.5,7.54,Current,IL,610,Fixed,54.8,No,No
209179,2025-02,2017-03-30,84425,105819,97.24,7.31,Current,GA,539,HELOC,48.9,No,No
209180,2025-02,2023-02-27,243340,180403,94.72,6.11,Current,TX,754,Fixed,48.32,No,No
209181,2025-02,2015-02-21,18499,130626,68.23,3.67,Current,FL,787,Fixed,32.31,Yes,No
209182,2025-02,2021-11-20,132744,103102,55.24,8.21,Current,TX,739,Fixed,50.99,No,No
209183,2025-02,2017-07-23,139826,75328,72.97,4.33,Current,IL,536,Fixed,41.35,No,No
209184,2025-02,2020-06-26,186792,75802,91.0,7.44,Current,WA,768,HELOC,16.85,No,No
209185,2025-02,2019-05-10,228673,150525,59.34,6.0,Current,GA,677,HELOC,39.57,Yes,No
209186,2025-02,2022-10-09,30346,185561,78.56,7.15,Current,GA,810,HELOC,24.0,Yes,No
209187,2025-02,2021-05-14,144090,182801,51.63,5.54,90+ Days,TX,544,Fixed,34.22,No,No
209188,2025-02,2023-07-31,168676,163410,60.31,7.71,30 Days,TX,641,HELOC,32.09,Yes,No
209189,2025-02,2015-11-25,107238,193850,69.65,7.08,Current,GA,666,HELOC,41.82,No,No
209190,2025-02,2023-10-26,198066,53612,96.4,4.9,Current,WA,843,HELOC,53.89,No,No
209191,2025-02,2018-09-11,187255,29184,54.91,8.2,Current,GA,741,HELOC,21.05,No,No
209192,2025-02,2023-07-14,103727,193390,85.5,6.27,Current,CA,656,HELOC,39.01,No,No
209193,2025-02,2015-07-31,52827,88568,80.38,7.85,Current,IL,563,HELOC,32.19,No,No
209194,2025-02,2017-10-22,17587,121920,73.55,4.71,Current,IL,553,HELOC,32.73,No,No
209195,2025-02,2015-08-31,160755,120394,61.67,8.8,Current,GA,754,Fixed,34.56,No,No
209196,2025-02,2020-04-16,230492,52679,54.39,4.29,Current,FL,575,Fixed,25.07,No,No
209197,2025-02,2020-08-06,64161,164518,62.66,5.3,60 Days,TX,751,Fixed,42.37,No,No
209198,2025-02,2023-10-20,46471,122395,54.48,4.34,Current,GA,528,Fixed,18.22,No,No
209199,2025-02,2018-07-07,78703,104860,83.19,4.25,Current,WA,537,Fixed,49.02,Yes,No
209200,2025-02,2016-07-08,170389,178420,74.44,7.37,Current,NY,598,Fixed,46.25,No,No
209201,2025-02,2023-03-30,62639,102420,88.37,6.41,Current,IL,631,Fixed,17.54,No,No
209202,2025-02,2016-11-21,196417,40081,54.34,5.39,Current,TX,537,Fixed,44.55,No,No
209203,2025-02,2020-02-18,190803,175627,84.09,7.4,Current,NY,641,Fixed,33.63,No,No
209204,2025-02,2022-10-21,75883,160348,95.2,8.52,Current,IL,661,HELOC,47.33,No,No
209205,2025-02,2022-02-14,64525,115998,61.05,3.71,Current,FL,579,Fixed,34.49,No,No
209206,2025-02,2021-10-31,30090,37313,71.74,8.95,Current,WA,634,Fixed,34.46,No,No
209207,2025-02,2022-09-01,114229,18260,96.07,5.71,Current,CA,649,Fixed,54.05,No,No
209208,2025-02,2016-03-23,61387,182209,55.38,8.25,Current,CA,635,Fixed,43.98,No,No
209209,2025-02,2016-12-06,204252,98834,57.14,7.66,Current,NY,840,HELOC,37.07,No,No
209210,2025-02,2017-12-06,158445,32971,54.62,7.87,Current,WA,830,HELOC,50.83,No,No
209211,2025-02,2020-12-27,93629,20907,62.36,7.49,Current,IL,822,HELOC,38.31,No,No
209212,2025-02,2018-01-26,235041,153097,63.5,8.99,90+ Days,TX,633,Fixed,43.99,Yes,No
209213,2025-02,2023-12-11,158695,52478,61.91,6.93,Current,FL,508,HELOC,35.02,No,No
209214,2025-02,2018-07-14,99823,185051,93.16,7.33,90+ Days,IL,796,HELOC,46.92,No,No
209215,2025-02,2015-08-09,169801,68994,56.74,5.62,Current,TX,824,Fixed,33.98,No,No
209216,2025-02,2015-11-12,129879,168944,85.38,8.5,Current,TX,690,Fixed,44.48,No,No
209217,2025-02,2016-06-29,155851,24178,93.87,6.39,Current,TX,510,Fixed,37.33,No,No
209218,2025-02,2020-06-19,222225,8443,59.68,4.51,Current,FL,733,Fixed,16.32,No,No
209219,2025-02,2018-05-03,58801,32061,83.6,7.15,Current,TX,548,HELOC,51.63,No,No
209220,2025-02,2022-05-03,223341,123098,51.2,6.68,90+ Days,NY,736,HELOC,28.65,No,No
209221,2025-02,2022-09-06,11822,5230,74.44,8.29,Current,FL,751,Fixed,38.25,No,No
209222,2025-02,2021-07-22,14384,53196,58.12,5.65,Current,NY,657,HELOC,29.1,No,No
209223,2025-02,2020-05-09,189169,150216,59.72,3.97,Current,WA,750,HELOC,20.34,No,No
209224,2025-02,2016-05-27,150883,12757,88.71,8.51,Current,IL,701,HELOC,45.13,No,No
209225,2025-02,2023-11-19,198793,153868,57.58,5.9,Current,GA,527,Fixed,39.96,No,No
209226,2025-02,2015-09-19,150199,131272,66.3,8.34,Current,NY,606,Fixed,18.15,No,No
209227,2025-02,2019-12-26,41010,44894,54.68,6.36,Current,GA,631,HELOC,22.03,No,No
209228,2025-02,2018-07-05,215325,66522,53.52,6.53,60 Days,IL,660,Fixed,21.24,No,No
209229,2025-02,2018-01-07,34087,8169,53.97,5.64,Current,GA,761,HELOC,53.89,No,No
209230,2025-02,2015-09-16,142094,177808,56.57,5.34,Current,NY,779,HELOC,16.87,No,No
209231,2025-02,2016-04-21,111705,59219,95.65,6.57,Current,FL,655,Fixed,41.82,No,No
209232,2025-02,2018-03-11,49396,180120,93.12,6.71,Current,CA,635,HELOC,49.39,No,No
209233,2025-02,2015-02-06,53698,103339,84.56,6.29,Current,IL,845,Fixed,18.45,No,No
209234,2025-02,2021-05-27,27095,75393,86.13,4.9,Current,TX,551,Fixed,49.87,No,No
209235,2025-02,2021-04-20,72554,160958,57.06,8.99,Current,WA,679,Fixed,35.9,No,No
209236,2025-02,2015-12-21,185769,158123,79.52,5.42,Current,IL,687,Fixed,54.69,No,No
209237,2025-02,2018-10-05,113339,96525,92.56,7.03,Current,NY,746,HELOC,27.72,No,No
209238,2025-02,2016-10-26,209534,97636,62.93,3.16,Current,TX,697,Fixed,35.86,No,No
209239,2025-02,2019-06-14,53837,125374,86.8,8.65,Current,CA,567,HELOC,46.08,No,No
209240,2025-02,2015-11-30,155963,18722,96.5,8.43,Current,FL,705,Fixed,25.87,No,No
209241,2025-02,2015-02-11,65293,160338,79.79,5.74,Current,IL,625,HELOC,46.53,No,No
209242,2025-02,2021-12-19,17481,159050,73.84,8.53,Current,TX,720,HELOC,16.44,No,No
209243,2025-02,2015-12-26,71541,91687,52.84,5.74,Current,GA,678,HELOC,51.4,No,No
209244,2025-02,2015-09-27,116169,21633,76.63,8.94,Current,IL,535,Fixed,16.83,No,No
209245,2025-02,2023-03-02,46680,125998,97.42,6.13,Current,IL,843,Fixed,50.56,No,No
209246,2025-02,2019-01-11,54645,88185,81.09,8.17,Current,NY,555,HELOC,49.63,No,No
209247,2025-02,2019-11-13,103546,18495,94.45,7.17,Current,CA,766,HELOC,43.43,No,No
209248,2025-02,2018-07-28,163290,158351,89.95,4.67,Current,IL,564,HELOC,54.35,No,No
209249,2025-02,2020-12-19,190759,183448,70.19,8.38,Current,FL,832,Fixed,28.93,No,No
209250,2025-02,2018-01-11,135621,120463,96.72,6.37,Current,TX,554,HELOC,50.66,Yes,No
209251,2025-02,2016-09-22,243805,46643,88.0,4.85,Current,WA,752,Fixed,26.52,No,No
209252,2025-02,2020-08-06,190721,167918,80.88,3.78,60 Days,GA,650,Fixed,46.78,No,No
209253,2025-02,2019-04-13,210345,64968,92.25,6.54,Current,WA,761,HELOC,29.72,No,Yes
209254,2025-02,2015-08-09,214250,33375,91.96,6.09,Current,NY,824,Fixed,24.61,No,No
209255,2025-02,2018-04-22,202164,115315,82.78,6.79,90+ Days,TX,609,HELOC,35.86,No,No
209256,2025-02,2016-08-09,206970,89318,54.9,7.22,Current,GA,560,Fixed,49.8,No,No
209257,2025-02,2018-08-27,151526,53805,73.12,3.11,Current,GA,767,Fixed,35.45,No,No
209258,2025-02,2015-11-08,191026,141907,84.63,3.03,Current,WA,514,Fixed,29.0,No,No
209259,2025-02,2021-12-11,201036,89236,96.17,5.23,Current,WA,554,Fixed,43.64,Yes,Yes
209260,2025-02,2017-05-08,99300,94315,88.74,5.72,Current,NY,717,HELOC,23.29,No,No
209261,2025-02,2017-07-26,173485,87461,75.73,8.69,Current,WA,795,HELOC,20.76,No,No
209262,2025-02,2017-02-07,142576,59140,94.93,7.63,Current,IL,736,Fixed,42.33,Yes,No
209263,2025-02,2021-03-08,19203,182442,88.16,8.21,Current,FL,771,Fixed,41.17,No,No
209264,2025-02,2015-06-25,167397,57294,74.65,6.81,Current,FL,605,HELOC,45.01,No,No
209265,2025-02,2019-07-26,182202,191363,53.23,5.18,Current,TX,818,HELOC,38.26,Yes,No
209266,2025-02,2021-01-03,188904,121640,55.92,8.68,Current,FL,631,HELOC,44.44,No,No
209267,2025-02,2018-06-30,133426,61347,86.84,4.0,Current,GA,575,Fixed,32.57,No,No
209268,2025-02,2023-01-27,100060,37744,75.93,3.49,Current,GA,714,Fixed,31.63,No,No
209269,2025-02,2023-05-19,61257,50469,62.72,8.04,Current,TX,756,HELOC,45.99,No,No
209270,2025-02,2016-08-11,241216,194019,62.81,6.23,Current,FL,601,Fixed,47.03,No,No
209271,2025-02,2023-04-13,191838,187512,65.81,7.98,Current,GA,663,Fixed,23.5,No,No
209272,2025-02,2020-01-10,177673,199579,75.65,8.09,Current,TX,763,Fixed,25.37,No,No
209273,2025-02,2015-07-19,156348,64421,80.66,4.97,Current,FL,535,HELOC,15.15,No,No
209274,2025-02,2018-08-12,33532,52870,80.27,6.42,Current,IL,840,Fixed,22.56,No,No
209275,2025-02,2016-01-11,187120,196749,88.94,8.86,Current,CA,823,Fixed,43.38,No,No
209276,2025-02,2017-06-30,152887,187349,56.81,8.98,Current,TX,676,Fixed,24.33,No,No
209277,2025-02,2016-02-05,89251,156769,57.53,6.76,Current,NY,603,Fixed,46.09,No,No
209278,2025-02,2015-02-08,74251,19935,81.63,8.79,Current,IL,659,Fixed,15.59,No,No
209279,2025-02,2021-11-04,132843,145954,70.73,8.28,Current,IL,844,HELOC,52.02,No,No
209280,2025-02,2018-11-22,205698,101256,67.11,6.72,Current,IL,832,HELOC,19.03,No,No
209281,2025-02,2022-06-02,243209,112500,52.3,8.13,Current,NY,571,HELOC,29.75,No,No
209282,2025-02,2017-01-05,171695,67785,79.47,5.69,Current,GA,605,Fixed,21.31,Yes,No
209283,2025-02,2022-07-25,124207,13164,98.84,5.29,Current,WA,796,Fixed,47.84,No,No
209284,2025-02,2022-07-14,60525,182239,97.28,7.45,30 Days,WA,540,Fixed,46.72,No,No
209285,2025-02,2016-12-11,189983,135860,81.59,8.37,Current,IL,511,HELOC,24.0,No,No
209286,2025-02,2015-02-25,97569,154559,83.48,6.76,Current,FL,600,Fixed,47.23,No,No
209287,2025-02,2015-11-14,76180,105593,71.98,5.05,Current,FL,840,HELOC,46.94,No,No
209288,2025-02,2023-08-08,185057,190346,59.67,8.78,Current,TX,544,HELOC,15.58,No,No
209289,2025-02,2022-06-21,12675,95446,65.87,4.97,Current,TX,599,HELOC,34.02,No,No
209290,2025-02,2020-08-12,22234,11080,96.63,3.61,30 Days,WA,741,HELOC,35.51,No,No
209291,2025-02,2018-07-08,192720,51474,94.25,3.51,Current,FL,609,Fixed,31.97,No,No
209292,2025-02,2016-05-16,163437,9379,70.97,6.59,Current,GA,549,Fixed,30.88,No,No
209293,2025-02,2015-02-25,40484,92575,91.15,6.79,Current,TX,795,Fixed,25.61,No,No
209294,2025-02,2018-08-30,81029,25940,81.77,4.85,Current,FL,708,Fixed,26.72,No,Yes
209295,2025-02,2017-11-06,74059,22895,54.11,7.38,Current,GA,561,HELOC,54.86,No,No
209296,2025-02,2022-01-20,135650,47967,93.52,8.52,Current,IL,549,HELOC,44.4,No,No
209297,2025-02,2015-11-22,77980,194019,54.67,6.45,Current,NY,833,HELOC,40.05,No,No
209298,2025-02,2023-12-01,111731,16063,63.14,8.0,Current,CA,825,HELOC,47.99,No,No
209299,2025-02,2017-06-10,93719,50408,85.83,4.44,Current,FL,582,HELOC,21.16,No,No
209300,2025-02,2018-11-13,205838,91889,96.78,3.85,Current,CA,544,HELOC,47.63,No,No
