Account Number,Reporting Period,Origination Date,Loan Amount,LTV Ratio,Interest Rate,Delinquency Status,Property State,Credit Score,Loan Purpose,DTI Ratio,Loan Modification,Charge-Off Status
107748,2025-02,2016-07-14,605799,60.16,3.54,Current,TX,521,Cash-Out Refinance,30.28,No,No
107749,2025-02,2023-03-30,133988,81.44,6.51,Current,WA,806,Refinance,13.69,No,No
107750,2025-02,2017-12-23,106363,91.32,2.81,Current,IL,685,Refinance,34.11,No,No
107751,2025-02,2020-07-08,196445,94.41,3.95,Current,NY,607,Purchase,26.92,No,No
107752,2025-02,2023-07-13,797618,80.01,7.26,60 Days,CA,502,Purchase,13.29,No,No
107753,2025-02,2023-06-06,854481,77.23,2.65,90+ Days,IL,821,Refinance,20.53,No,No
107754,2025-02,2020-06-07,662314,94.44,5.05,Current,WA,709,Cash-Out Refinance,16.38,No,No
107755,2025-02,2021-07-22,844774,99.78,7.19,Current,CA,571,Refinance,49.04,No,No
107756,2025-02,2016-02-24,238354,88.95,2.63,Current,WA,747,Purchase,31.9,No,No
107757,2025-02,2023-07-07,952482,74.89,8.25,Current,TX,655,Refinance,24.05,No,No
107758,2025-02,2017-07-25,144452,55.4,6.86,Current,IL,807,Purchase,21.48,No,No
107759,2025-02,2022-01-27,986755,57.11,5.77,Current,WA,847,Cash-Out Refinance,41.75,No,No
107760,2025-02,2023-01-13,835844,91.75,6.39,90+ Days,CA,700,Cash-Out Refinance,45.35,No,No
107761,2025-02,2021-03-13,747783,70.96,2.94,Current,WA,809,Purchase,14.88,No,Yes
107762,2025-02,2022-10-23,542034,52.31,7.27,Current,GA,543,Purchase,20.48,No,No
107763,2025-02,2020-01-16,840076,57.54,7.75,Current,FL,536,Refinance,36.26,No,No
107764,2025-02,2019-11-07,125160,56.11,4.8,Current,FL,681,Purchase,33.96,No,No
107765,2025-02,2015-06-08,357320,74.57,2.58,Current,NY,608,Refinance,19.34,No,No
107766,2025-02,2022-01-28,192218,69.28,5.47,Current,WA,847,Purchase,10.15,No,No
107767,2025-02,2017-05-05,745844,62.44,8.48,Current,GA,780,Purchase,36.63,No,No
107768,2025-02,2021-06-13,799303,73.13,6.22,30 Days,FL,785,Refinance,25.35,Yes,No
107769,2025-02,2019-08-08,689223,90.21,3.36,Current,CA,555,Cash-Out Refinance,47.36,No,No
107770,2025-02,2016-03-21,222313,93.4,6.22,Current,TX,671,Cash-Out Refinance,19.5,No,No
107771,2025-02,2015-12-02,211917,59.42,3.19,Current,TX,736,Purchase,30.35,No,No
107772,2025-02,2020-11-04,447352,77.52,6.64,Current,GA,660,Purchase,30.82,No,No
107773,2025-02,2023-08-24,470186,98.93,6.75,Current,IL,566,Refinance,23.34,No,No
107774,2025-02,2015-02-05,459024,68.98,5.49,Current,WA,517,Cash-Out Refinance,26.35,No,No
107775,2025-02,2015-10-16,459119,74.77,7.67,Current,FL,532,Cash-Out Refinance,38.28,No,No
107776,2025-02,2019-09-28,95990,71.38,3.62,Current,IL,603,Cash-Out Refinance,24.32,No,No
107777,2025-02,2018-09-25,442625,70.05,4.93,30 Days,TX,798,Purchase,47.14,No,No
107778,2025-02,2018-03-24,717945,96.21,7.98,Current,IL,743,Refinance,13.34,No,No
107779,2025-02,2020-04-28,461231,95.01,4.71,Current,NY,575,Purchase,27.3,No,No
107780,2025-02,2018-11-07,646754,71.27,5.56,Current,WA,533,Cash-Out Refinance,38.82,No,No
107781,2025-02,2022-04-14,917253,87.37,8.37,30 Days,WA,564,Purchase,46.9,No,No
107782,2025-02,2022-02-11,176377,95.23,5.37,Current,IL,668,Refinance,37.55,No,No
107783,2025-02,2016-06-14,615567,54.82,6.47,Current,GA,727,Cash-Out Refinance,13.5,No,No
107784,2025-02,2019-06-24,623150,88.36,6.9,Current,WA,701,Cash-Out Refinance,35.08,Yes,No
107785,2025-02,2017-04-09,495572,69.88,4.59,Current,IL,801,Refinance,31.57,No,No
107786,2025-02,2022-09-07,464393,65.31,2.87,Current,CA,822,Purchase,41.94,No,No
107787,2025-02,2023-04-12,690568,80.65,7.63,Current,FL,801,Purchase,38.98,No,Yes
107788,2025-02,2018-03-18,640476,87.17,7.34,Current,WA,570,Cash-Out Refinance,30.09,Yes,No
107789,2025-02,2017-10-15,71394,58.67,2.53,Current,NY,626,Cash-Out Refinance,25.95,No,No
107790,2025-02,2023-06-08,366406,60.79,7.68,Current,CA,711,Cash-Out Refinance,37.49,No,No
107791,2025-02,2022-05-08,736533,80.7,3.26,Current,NY,543,Cash-Out Refinance,15.88,No,No
107792,2025-02,2017-05-14,430396,54.05,6.38,Current,NY,638,Cash-Out Refinance,41.72,No,No
107793,2025-02,2021-09-06,992916,77.69,6.32,Current,CA,577,Purchase,35.92,No,No
107794,2025-02,2021-01-24,894189,68.64,7.65,Current,TX,515,Refinance,11.96,No,No
107795,2025-02,2022-11-26,191233,94.66,5.55,Current,CA,843,Refinance,40.65,No,No
107796,2025-02,2022-05-29,318817,93.51,3.27,Current,FL,654,Cash-Out Refinance,34.64,No,No
107797,2025-02,2023-05-06,923929,51.23,7.92,Current,WA,714,Purchase,23.25,No,Yes
107798,2025-02,2023-05-20,540080,51.21,6.55,30 Days,GA,829,Cash-Out Refinance,27.41,No,No
107799,2025-02,2017-01-16,793512,96.79,4.73,Current,FL,527,Purchase,49.91,No,No
107800,2025-02,2023-10-26,693594,66.95,4.34,Current,IL,743,Cash-Out Refinance,14.84,No,No
107801,2025-02,2015-06-12,763179,96.65,4.78,Current,IL,840,Refinance,44.27,No,No
107802,2025-02,2022-02-11,968613,58.69,6.6,30 Days,CA,633,Refinance,40.29,No,No
107803,2025-02,2023-07-31,370382,83.14,6.42,Current,GA,684,Purchase,48.86,No,No
107804,2025-02,2019-08-08,593924,91.43,4.6,30 Days,IL,698,Refinance,23.07,No,No
107805,2025-02,2021-01-08,565198,85.11,6.7,30 Days,IL,679,Purchase,25.73,No,No
107806,2025-02,2016-05-24,350496,93.16,5.99,90+ Days,IL,795,Cash-Out Refinance,28.74,No,No
107807,2025-02,2023-05-26,247319,85.29,7.49,Current,TX,590,Cash-Out Refinance,19.41,No,No
107808,2025-02,2015-11-21,278447,97.78,8.0,Current,NY,657,Purchase,40.16,Yes,No
107809,2025-02,2022-07-23,603226,56.19,5.99,Current,TX,757,Cash-Out Refinance,44.88,No,No
107810,2025-02,2021-09-09,332010,73.21,6.39,Current,WA,556,Refinance,40.02,No,No
107811,2025-02,2017-10-28,919704,98.88,5.1,Current,GA,720,Refinance,31.1,Yes,No
107812,2025-02,2021-10-16,394521,62.9,6.88,Current,FL,691,Cash-Out Refinance,38.76,No,No
107813,2025-02,2017-11-30,287483,99.39,3.92,Current,NY,647,Refinance,19.64,No,No
107814,2025-02,2019-02-19,578960,52.15,5.63,30 Days,TX,842,Cash-Out Refinance,44.18,No,No
107815,2025-02,2019-12-05,922796,77.88,7.46,30 Days,IL,833,Refinance,35.1,No,No
107816,2025-02,2019-03-28,832542,58.89,8.29,Current,CA,688,Purchase,30.12,No,No
107817,2025-02,2018-03-03,705855,65.21,6.13,Current,NY,634,Purchase,41.31,No,No
107818,2025-02,2016-09-04,559630,77.94,3.32,Current,GA,769,Refinance,13.09,No,No
107819,2025-02,2015-08-09,110580,51.38,7.57,Current,GA,821,Cash-Out Refinance,35.13,No,No
107820,2025-02,2018-12-01,725927,61.83,3.71,Current,GA,592,Refinance,34.8,No,No
107821,2025-02,2017-09-09,324671,96.03,7.03,Current,IL,604,Cash-Out Refinance,49.55,No,No
107822,2025-02,2016-08-05,999766,56.07,3.78,Current,TX,775,Cash-Out Refinance,22.15,No,No
107823,2025-02,2023-09-26,871984,64.32,5.12,Current,FL,622,Cash-Out Refinance,10.03,No,No
107824,2025-02,2018-10-31,249834,71.34,8.3,Current,IL,571,Purchase,40.0,No,No
107825,2025-02,2016-02-22,362588,54.61,4.45,Current,FL,746,Purchase,33.02,No,No
107826,2025-02,2020-03-16,713763,72.51,6.82,Current,CA,800,Cash-Out Refinance,18.2,No,No
107827,2025-02,2016-06-02,932783,95.53,8.11,Current,WA,530,Refinance,40.7,No,No
107828,2025-02,2015-02-03,689968,60.19,4.93,Current,GA,716,Refinance,17.4,No,No
107829,2025-02,2018-10-31,227734,58.19,8.18,Current,NY,627,Cash-Out Refinance,16.95,No,No
107830,2025-02,2023-10-24,752970,82.55,8.33,Current,GA,690,Cash-Out Refinance,10.8,No,No
107831,2025-02,2023-03-07,761884,94.29,8.02,Current,FL,530,Refinance,45.89,No,No
107832,2025-02,2021-10-04,484190,78.15,4.8,Current,IL,741,Cash-Out Refinance,31.48,No,No
107833,2025-02,2020-08-18,450143,93.81,7.82,Current,GA,765,Refinance,23.15,No,No
107834,2025-02,2021-07-12,789202,71.66,4.93,Current,IL,576,Cash-Out Refinance,30.41,No,No
107835,2025-02,2016-09-07,579642,51.0,3.94,Current,TX,791,Cash-Out Refinance,38.18,No,No
107836,2025-02,2023-12-08,128587,83.2,5.79,Current,WA,513,Refinance,41.14,No,No
107837,2025-02,2022-04-22,608796,72.2,3.95,Current,GA,643,Refinance,34.35,No,No
107838,2025-02,2018-08-13,192373,75.78,5.17,Current,WA,616,Cash-Out Refinance,46.02,No,No
107839,2025-02,2016-12-31,638533,63.86,7.45,Current,NY,500,Cash-Out Refinance,28.44,No,No
107840,2025-02,2021-11-26,935210,65.43,5.59,Current,GA,574,Refinance,19.21,No,No
107841,2025-02,2022-05-06,420308,56.01,7.73,Current,NY,769,Cash-Out Refinance,39.02,No,No
107842,2025-02,2016-05-25,914770,80.22,5.34,Current,WA,762,Purchase,43.63,No,No
107843,2025-02,2021-08-03,268377,89.32,7.47,Current,NY,560,Refinance,20.34,No,No
107844,2025-02,2019-02-19,52636,90.08,7.9,30 Days,IL,629,Cash-Out Refinance,35.16,No,No
107845,2025-02,2017-11-13,383297,63.72,6.56,Current,CA,699,Purchase,17.36,No,No
107846,2025-02,2018-04-29,836229,85.54,8.19,Current,WA,803,Refinance,43.43,No,No
107847,2025-02,2017-03-02,389258,82.48,4.62,Current,WA,778,Cash-Out Refinance,37.97,No,No
107848,2025-02,2023-11-11,763949,66.65,6.32,Current,NY,814,Purchase,43.4,No,No
107849,2025-02,2021-08-09,863624,94.5,8.41,Current,NY,653,Purchase,16.75,No,No
107850,2025-02,2022-07-26,690760,80.69,7.49,Current,WA,615,Purchase,49.0,No,No
107851,2025-02,2016-01-19,781986,63.26,3.32,Current,TX,520,Purchase,13.88,No,No
107852,2025-02,2022-09-16,810291,60.22,8.23,Current,CA,828,Refinance,13.73,No,No
107853,2025-02,2018-12-15,361645,91.52,2.91,Current,CA,625,Refinance,34.7,Yes,No
107854,2025-02,2022-09-03,389640,88.91,8.12,Current,IL,806,Refinance,18.89,No,No
107855,2025-02,2019-05-12,90975,54.29,6.23,Current,IL,822,Purchase,48.3,No,No
107856,2025-02,2023-12-02,657840,69.19,5.19,Current,WA,575,Purchase,10.06,Yes,No
107857,2025-02,2020-02-28,994064,66.62,3.89,Current,GA,688,Purchase,35.16,No,No
107858,2025-02,2021-05-20,964298,91.67,7.73,Current,WA,701,Refinance,40.06,No,No
107859,2025-02,2020-12-03,507601,57.94,7.37,Current,IL,519,Purchase,40.19,No,Yes
107860,2025-02,2020-04-28,455323,69.96,5.27,30 Days,GA,812,Purchase,41.87,No,No
107861,2025-02,2022-07-31,224070,90.4,7.24,Current,GA,825,Purchase,14.39,No,No
107862,2025-02,2017-06-14,134665,60.86,7.07,Current,CA,547,Refinance,49.41,No,No
107863,2025-02,2016-11-05,435019,50.98,8.3,Current,CA,615,Refinance,42.76,No,No
107864,2025-02,2016-02-24,239413,50.13,4.15,60 Days,FL,701,Purchase,25.62,No,No
107865,2025-02,2021-10-25,732158,75.67,3.5,Current,CA,781,Cash-Out Refinance,33.01,No,No
107866,2025-02,2015-12-10,833784,78.27,6.05,30 Days,GA,811,Purchase,36.31,No,No
107867,2025-02,2023-07-18,155094,80.45,2.69,30 Days,NY,718,Purchase,31.94,No,No
107868,2025-02,2023-03-23,928373,79.27,3.39,Current,NY,717,Cash-Out Refinance,39.0,No,No
107869,2025-02,2022-02-26,490046,56.78,4.63,Current,CA,839,Purchase,40.9,No,No
107870,2025-02,2017-05-25,491892,76.2,7.12,Current,FL,528,Purchase,41.16,No,No
107871,2025-02,2020-02-04,628702,67.22,5.2,Current,CA,509,Purchase,26.85,No,No
107872,2025-02,2018-06-03,523624,73.65,4.94,Current,FL,627,Refinance,16.19,No,No
107873,2025-02,2016-08-10,643687,73.18,3.91,Current,FL,672,Purchase,19.0,No,No
107874,2025-02,2018-08-26,97210,54.56,5.86,Current,GA,721,Refinance,49.63,No,No
107875,2025-02,2022-05-21,909154,84.44,6.97,60 Days,CA,770,Refinance,47.92,No,No
107876,2025-02,2016-03-14,727351,51.7,3.43,Current,WA,715,Purchase,13.27,No,No
107877,2025-02,2021-03-12,489516,87.31,4.97,Current,CA,838,Purchase,42.59,No,No
107878,2025-02,2020-02-02,915091,99.48,6.99,Current,IL,699,Purchase,29.81,Yes,No
107879,2025-02,2020-01-26,484276,71.63,5.11,Current,CA,819,Cash-Out Refinance,43.21,No,No
107880,2025-02,2019-12-23,69368,81.87,8.44,30 Days,GA,759,Refinance,13.92,No,No
107881,2025-02,2016-07-22,138320,64.94,2.71,Current,WA,718,Refinance,12.57,No,No
107882,2025-02,2017-09-11,575166,95.53,6.15,Current,IL,739,Cash-Out Refinance,18.38,No,No
107883,2025-02,2016-10-01,261694,53.29,8.37,30 Days,IL,652,Cash-Out Refinance,12.03,No,No
107884,2025-02,2015-03-27,174517,52.02,4.9,Current,CA,814,Cash-Out Refinance,46.68,No,No
107885,2025-02,2020-03-03,462257,74.1,4.76,Current,CA,740,Refinance,40.23,No,No
107886,2025-02,2015-07-25,732118,95.59,5.64,Current,FL,789,Cash-Out Refinance,25.98,No,No
107887,2025-02,2016-12-23,772774,63.62,7.7,Current,FL,596,Refinance,19.24,No,No
107888,2025-02,2023-08-15,983610,81.81,4.08,Current,NY,753,Refinance,24.95,No,No
107889,2025-02,2019-01-08,461752,91.9,4.94,Current,TX,695,Purchase,11.49,Yes,No
107890,2025-02,2019-12-17,751264,82.66,3.63,Current,IL,712,Purchase,10.07,No,No
107891,2025-02,2018-04-28,601186,78.33,7.67,Current,GA,702,Refinance,20.76,No,No
107892,2025-02,2019-03-28,108735,91.27,6.39,Current,TX,846,Purchase,40.02,No,No
107893,2025-02,2018-07-26,138376,65.0,2.94,Current,IL,696,Cash-Out Refinance,26.12,No,No
107894,2025-02,2018-08-31,122208,77.03,5.14,Current,WA,549,Refinance,20.34,No,No
107895,2025-02,2019-10-30,752338,87.0,7.02,Current,GA,715,Purchase,37.47,No,No
107896,2025-02,2019-06-02,143285,64.12,4.17,30 Days,TX,790,Refinance,36.82,No,No
107897,2025-02,2022-08-10,205414,75.34,3.59,Current,TX,528,Refinance,23.69,No,No
107898,2025-02,2016-11-04,764658,74.97,8.27,60 Days,TX,582,Purchase,36.88,Yes,No
107899,2025-02,2019-11-15,581929,74.32,4.47,30 Days,WA,772,Purchase,20.65,No,No
107900,2025-02,2023-11-11,203203,94.93,3.73,Current,CA,701,Cash-Out Refinance,39.96,Yes,No
107901,2025-02,2021-06-27,441959,69.2,5.43,Current,WA,693,Refinance,45.03,No,Yes
107902,2025-02,2022-06-18,990428,80.82,7.9,Current,TX,502,Cash-Out Refinance,14.07,No,No
107903,2025-02,2022-05-14,737977,77.43,6.76,Current,IL,786,Cash-Out Refinance,26.74,No,No
107904,2025-02,2015-05-01,288036,65.26,3.85,90+ Days,GA,562,Purchase,16.48,No,No
107905,2025-02,2017-08-20,980192,74.65,4.04,Current,WA,526,Cash-Out Refinance,21.97,No,No
107906,2025-02,2017-08-28,845103,56.5,4.66,Current,FL,693,Purchase,49.16,No,No
107907,2025-02,2021-01-16,924510,88.18,5.46,90+ Days,TX,823,Purchase,17.03,No,No
107908,2025-02,2019-04-15,659635,79.59,3.09,Current,WA,714,Purchase,15.96,No,No
107909,2025-02,2023-08-17,354778,97.73,8.35,Current,FL,723,Refinance,45.33,No,No
107910,2025-02,2017-10-10,127992,52.22,6.95,Current,CA,845,Cash-Out Refinance,44.89,No,Yes
107911,2025-02,2016-03-20,326554,94.17,7.33,Current,IL,657,Cash-Out Refinance,11.4,No,No
107912,2025-02,2021-09-22,247456,64.9,2.87,Current,FL,784,Purchase,11.78,No,No
107913,2025-02,2015-01-02,611585,58.77,4.65,Current,NY,695,Cash-Out Refinance,37.97,No,No
107914,2025-02,2023-09-11,546899,97.39,4.99,90+ Days,FL,821,Cash-Out Refinance,14.98,No,No
107915,2025-02,2015-12-08,576877,67.24,4.61,Current,TX,513,Refinance,14.43,No,No
107916,2025-02,2022-08-31,662829,94.72,5.17,Current,WA,818,Cash-Out Refinance,45.06,No,No
107917,2025-02,2018-02-02,231223,50.37,6.16,Current,NY,761,Purchase,32.03,No,No
107918,2025-02,2021-02-16,717359,68.72,4.33,Current,GA,762,Cash-Out Refinance,34.43,No,No
107919,2025-02,2019-03-26,189128,85.8,7.68,Current,NY,815,Purchase,45.17,No,No
107920,2025-02,2017-07-06,290384,80.29,6.39,Current,GA,603,Refinance,31.07,Yes,No
107921,2025-02,2020-07-13,832011,65.03,5.76,Current,TX,695,Purchase,41.02,No,No
107922,2025-02,2016-04-27,63306,62.89,4.49,Current,GA,810,Purchase,20.61,No,No
107923,2025-02,2017-09-26,502088,92.4,7.5,Current,NY,517,Refinance,47.0,No,No
107924,2025-02,2023-02-08,441696,62.12,4.84,Current,GA,741,Refinance,46.29,No,No
107925,2025-02,2022-01-09,753387,85.15,5.37,Current,NY,573,Refinance,41.96,No,No
107926,2025-02,2019-01-16,150329,53.92,7.49,Current,FL,680,Refinance,31.49,No,No
107927,2025-02,2016-11-16,254007,98.31,6.53,Current,FL,619,Cash-Out Refinance,44.12,No,No
107928,2025-02,2020-01-18,714689,94.43,3.41,Current,NY,522,Refinance,29.55,No,No
107929,2025-02,2023-07-24,922903,71.97,8.35,Current,WA,764,Refinance,49.33,No,No
107930,2025-02,2019-09-16,800537,96.1,7.96,Current,WA,680,Cash-Out Refinance,22.23,No,No
107931,2025-02,2020-08-31,962488,91.6,6.71,Current,IL,811,Purchase,45.65,No,No
107932,2025-02,2019-08-05,962473,86.77,5.55,Current,GA,746,Refinance,34.62,No,No
107933,2025-02,2018-12-10,60631,53.97,4.45,Current,TX,617,Refinance,39.28,No,No
107934,2025-02,2020-12-28,113755,80.91,7.59,Current,GA,792,Purchase,10.06,No,No
107935,2025-02,2020-06-23,588863,79.0,7.75,Current,TX,818,Cash-Out Refinance,34.97,No,No
107936,2025-02,2022-10-08,152896,77.11,3.45,Current,WA,827,Cash-Out Refinance,22.65,No,No
107937,2025-02,2015-12-01,368679,79.05,3.29,Current,CA,678,Purchase,47.47,No,No
107938,2025-02,2021-01-22,938161,55.83,5.19,Current,WA,738,Cash-Out Refinance,25.13,No,Yes
107939,2025-02,2019-03-20,78938,52.98,7.74,Current,IL,588,Cash-Out Refinance,30.43,No,No
107940,2025-02,2021-03-30,902852,90.74,8.14,Current,CA,614,Refinance,14.26,No,No
107941,2025-02,2015-04-27,248024,80.77,4.38,Current,IL,623,Cash-Out Refinance,21.37,No,No
107942,2025-02,2016-03-29,339397,82.03,5.18,30 Days,TX,776,Purchase,38.37,No,No
107943,2025-02,2021-06-01,189686,98.08,2.75,Current,CA,616,Refinance,36.15,No,No
107944,2025-02,2021-05-28,359706,78.86,7.01,Current,TX,520,Cash-Out Refinance,23.78,No,No
107945,2025-02,2016-11-12,166068,67.67,6.07,Current,IL,561,Cash-Out Refinance,24.17,No,No
107946,2025-02,2021-01-09,331004,94.09,6.28,Current,IL,604,Purchase,19.84,No,No
107947,2025-02,2018-05-19,798093,51.47,3.6,Current,NY,593,Purchase,14.31,No,No
107948,2025-02,2018-01-14,638766,74.13,3.01,Current,IL,795,Refinance,42.81,Yes,No
107949,2025-02,2017-02-14,330130,64.0,2.99,Current,IL,574,Refinance,26.67,Yes,No
107950,2025-02,2020-12-25,673044,51.73,4.34,Current,CA,567,Purchase,46.72,No,No
107951,2025-02,2021-07-25,635485,55.24,8.07,Current,CA,710,Refinance,21.24,No,No
107952,2025-02,2015-11-16,557753,98.17,6.84,Current,NY,618,Refinance,12.06,No,No
107953,2025-02,2016-09-29,520971,96.78,6.11,Current,TX,706,Cash-Out Refinance,47.48,No,No
107954,2025-02,2020-08-21,290406,67.8,4.26,Current,CA,801,Refinance,42.38,No,No
107955,2025-02,2018-08-12,776532,51.37,4.59,Current,NY,584,Purchase,26.51,No,No
107956,2025-02,2020-10-25,375154,72.13,8.06,Current,GA,806,Purchase,17.43,No,No
107957,2025-02,2018-04-17,386277,71.99,4.18,Current,TX,836,Purchase,19.02,No,No
107958,2025-02,2020-06-15,723164,56.72,6.3,Current,NY,538,Purchase,24.13,No,No
107959,2025-02,2015-07-07,123810,89.14,2.53,Current,GA,788,Refinance,46.05,No,No
107960,2025-02,2019-04-09,862944,88.88,3.2,Current,TX,764,Cash-Out Refinance,37.33,No,No
107961,2025-02,2016-08-27,959278,54.49,3.86,Current,IL,720,Cash-Out Refinance,49.44,Yes,No
107962,2025-02,2017-03-06,452324,78.88,5.8,Current,NY,673,Refinance,15.93,No,No
107963,2025-02,2023-12-21,160878,52.91,2.77,Current,NY,584,Refinance,31.09,No,No
107964,2025-02,2018-12-19,563422,50.98,7.28,Current,WA,710,Purchase,33.07,No,No
107965,2025-02,2015-11-28,298524,83.74,5.72,Current,FL,781,Refinance,22.47,No,No
107966,2025-02,2016-01-07,226156,52.03,8.48,Current,TX,814,Purchase,32.66,No,No
107967,2025-02,2017-04-29,840164,91.41,3.77,Current,NY,798,Cash-Out Refinance,18.81,No,No
107968,2025-02,2020-06-29,734507,63.32,2.84,Current,IL,705,Cash-Out Refinance,20.51,No,No
107969,2025-02,2021-01-11,469396,74.54,5.94,Current,GA,553,Purchase,39.62,No,No
107970,2025-02,2015-06-23,566735,69.35,5.47,Current,GA,539,Purchase,48.08,No,No
107971,2025-02,2015-12-08,147667,70.52,5.08,Current,NY,732,Cash-Out Refinance,43.85,No,No
107972,2025-02,2017-09-10,436134,50.77,8.27,30 Days,NY,835,Cash-Out Refinance,31.43,Yes,No
107973,2025-02,2022-03-23,360369,79.69,4.16,Current,WA,819,Purchase,18.43,Yes,No
107974,2025-02,2015-03-25,722553,85.69,5.4,Current,TX,562,Cash-Out Refinance,28.29,No,No
107975,2025-02,2015-04-13,326351,87.79,7.31,Current,IL,744,Cash-Out Refinance,37.93,No,No
107976,2025-02,2018-06-11,782004,62.72,3.69,Current,FL,526,Refinance,18.63,No,No
107977,2025-02,2023-05-03,168242,83.94,5.39,Current,FL,779,Cash-Out Refinance,18.67,No,No
107978,2025-02,2017-03-16,627960,90.1,3.08,Current,TX,795,Purchase,16.32,No,No
107979,2025-02,2015-09-14,876385,84.97,5.1,Current,NY,620,Refinance,33.44,No,No
107980,2025-02,2023-01-23,292401,60.32,3.85,60 Days,TX,591,Purchase,30.17,No,No
107981,2025-02,2017-03-27,512391,66.41,6.41,60 Days,GA,726,Cash-Out Refinance,18.14,No,No
107982,2025-02,2021-03-31,435847,65.33,3.58,Current,CA,592,Cash-Out Refinance,22.95,No,No
107983,2025-02,2020-03-03,72403,56.16,3.73,Current,WA,759,Cash-Out Refinance,49.31,No,No
107984,2025-02,2019-09-25,191077,54.72,3.08,Current,NY,509,Refinance,11.96,No,No
107985,2025-02,2022-09-18,446652,67.95,6.33,Current,FL,813,Refinance,21.96,No,No
107986,2025-02,2018-11-21,574521,71.46,3.36,90+ Days,IL,532,Refinance,11.43,No,No
107987,2025-02,2016-01-05,963196,89.48,3.71,Current,TX,730,Purchase,34.92,No,No
107988,2025-02,2017-08-07,505191,60.63,5.29,Current,GA,555,Cash-Out Refinance,40.37,No,No
107989,2025-02,2015-04-19,323730,67.16,5.36,Current,IL,602,Purchase,16.36,No,No
107990,2025-02,2023-12-29,161693,69.0,7.38,Current,CA,718,Cash-Out Refinance,37.86,No,No
107991,2025-02,2022-06-17,203218,60.78,6.06,Current,GA,724,Purchase,45.67,No,No
107992,2025-02,2015-04-18,294011,60.75,3.58,Current,CA,531,Cash-Out Refinance,16.08,Yes,No
107993,2025-02,2015-07-08,325978,57.16,4.45,Current,WA,688,Cash-Out Refinance,46.2,No,No
107994,2025-02,2017-11-12,974026,95.53,2.57,Current,IL,692,Purchase,15.47,No,No
107995,2025-02,2017-07-01,936637,62.27,7.52,Current,WA,537,Cash-Out Refinance,10.4,No,No
107996,2025-02,2021-08-15,660968,67.37,6.97,Current,WA,829,Purchase,42.19,No,No
107997,2025-02,2016-10-04,614563,93.49,3.47,Current,FL,794,Refinance,11.95,No,No
107998,2025-02,2019-08-04,122315,75.57,8.02,30 Days,FL,603,Cash-Out Refinance,17.53,No,No
107999,2025-02,2023-06-23,810195,93.56,8.3,Current,CA,557,Refinance,22.12,No,No
108000,2025-02,2016-03-01,718583,93.88,6.25,Current,WA,837,Refinance,22.91,No,No
108001,2025-02,2021-10-11,149501,52.47,3.47,Current,TX,818,Purchase,14.68,No,No
108002,2025-02,2017-07-06,543099,69.82,5.99,Current,WA,543,Purchase,20.88,No,No
108003,2025-02,2015-12-26,275455,54.2,7.82,Current,IL,603,Refinance,44.62,No,No
108004,2025-02,2021-06-15,230579,78.15,6.42,Current,GA,605,Refinance,33.68,No,No
108005,2025-02,2023-10-15,977807,54.02,6.18,Current,IL,681,Purchase,10.25,No,No
