Account Number,Reporting Period,Loan Type,Origination Date,Loan Amount,Credit Limit,Outstanding Balance,LTV Ratio,DTI Ratio,Interest Rate,Delinquency Status,Credit Score,Property State,Loan Purpose,Loan Modification,Charge-Off Status,Origination Channel,Loan Term (Months),ARM Fixed Term (Years),Servicer Name,Securitization Status
409199,2025-02,First Lien Mortgage,2022-07-09,111788,427511,449935,55.66,35.9,4.19,Current,639,CA,Cash-Out Refinance,No,No,Broker,360,5,Non-Bank D,Yes
409200,2025-02,First Lien Mortgage,2023-05-03,290788,292978,87514,45.41,46.52,4.11,Current,534,FL,Purchase,No,No,Retail,240,10,Bank C,Yes
409201,2025-02,First Lien Mortgage,2017-11-21,322284,329024,254492,56.51,38.35,9.33,60 Days,544,FL,Cash-Out Refinance,No,No,Retail,360,3,Non-Bank D,No
409202,2025-02,First Lien Mortgage,2023-12-16,622916,342274,138098,61.28,58.77,2.96,Current,504,NY,Cash-Out Refinance,No,No,Broker,360,10,Bank C,No
409203,2025-02,First Lien Mortgage,2018-10-30,541843,328004,398233,97.6,37.73,4.57,Current,537,TX,Home Improvement,No,No,Retail,180,10,Bank B,Yes
409204,2025-02,Home Equity Loan,2021-07-29,733853,128338,392314,44.51,40.13,3.44,Current,611,GA,Purchase,No,No,Retail,360,5,Bank C,Yes
409205,2025-02,First Lien Mortgage,2020-12-09,270276,106015,304344,41.49,27.12,7.76,90+ Days,795,TX,Home Improvement,No,No,Broker,180,10,Non-Bank D,No
409206,2025-02,First Lien Mortgage,2022-11-28,244502,134785,160101,54.21,38.3,5.63,90+ Days,527,WA,Purchase,No,No,Retail,180,7,Bank C,Yes
409207,2025-02,Home Equity Loan,2023-09-10,989552,26694,372665,65.8,50.2,4.28,Current,502,CA,Purchase,No,No,Broker,180,7,Bank C,No
409208,2025-02,Home Equity Loan,2020-09-10,642147,122819,205784,60.85,36.55,4.6,Current,550,CA,Cash-Out Refinance,No,No,Broker,360,7,Bank A,No
409209,2025-02,First Lien Mortgage,2018-03-15,37807,126657,441512,76.28,58.98,8.81,Current,749,NY,Home Improvement,No,No,Broker,180,3,Non-Bank D,Yes
409210,2025-02,Home Equity Loan,2021-02-21,328941,464753,13189,81.79,54.46,3.06,Current,605,CA,Cash-Out Refinance,No,No,Correspondent,240,5,Bank A,No
409211,2025-02,Home Equity Loan,2022-11-29,95521,495327,249432,76.46,20.04,2.81,Current,603,IL,Cash-Out Refinance,No,No,Broker,240,5,Bank C,Yes
409212,2025-02,First Lien Mortgage,2016-06-27,572312,10734,341640,45.9,49.65,5.26,Current,556,FL,Purchase,No,No,Retail,240,7,Non-Bank D,No
409213,2025-02,First Lien Mortgage,2016-04-30,979544,178960,379931,74.5,21.5,5.77,Current,559,FL,Purchase,No,No,Retail,180,7,Bank C,No
409214,2025-02,First Lien Mortgage,2015-04-16,614516,252892,133323,90.87,21.5,3.12,Current,671,GA,Purchase,Yes,Yes,Correspondent,360,7,Bank A,No
409215,2025-02,Home Equity Loan,2015-08-06,719726,249041,327880,66.69,29.38,3.05,Current,585,GA,Purchase,No,No,Correspondent,240,7,Bank A,Yes
409216,2025-02,Home Equity Loan,2016-11-26,820004,101474,166767,71.34,27.56,4.05,Current,607,CA,Purchase,No,No,Direct,240,3,Bank B,Yes
409217,2025-02,First Lien Mortgage,2022-06-19,567247,352213,59429,99.04,24.05,2.8,30 Days,697,IL,Home Improvement,No,No,Direct,360,7,Bank B,No
409218,2025-02,First Lien Mortgage,2018-06-04,148908,481888,128568,53.87,54.75,2.59,Current,548,NY,Cash-Out Refinance,No,No,Direct,360,5,Bank A,No
409219,2025-02,First Lien Mortgage,2017-06-02,457218,233861,290619,43.3,20.79,4.78,60 Days,815,TX,Purchase,No,No,Direct,240,10,Bank C,Yes
409220,2025-02,First Lien Mortgage,2019-11-01,425109,270580,236646,86.74,47.37,2.86,Current,836,TX,Purchase,No,No,Broker,240,10,Bank A,No
409221,2025-02,First Lien Mortgage,2021-01-08,341004,167759,119660,98.12,25.89,8.47,Current,826,IL,Purchase,No,No,Retail,360,7,Bank C,Yes
409222,2025-02,First Lien Mortgage,2018-04-23,446738,276921,362422,60.64,55.13,5.1,Current,586,WA,Purchase,No,No,Direct,240,5,Bank C,Yes
409223,2025-02,First Lien Mortgage,2016-03-14,226026,189211,330049,77.07,22.6,4.01,Current,833,WA,Cash-Out Refinance,No,No,Broker,180,7,Bank C,Yes
409224,2025-02,Home Equity Loan,2015-03-20,909724,381454,167407,99.17,30.43,4.41,Current,584,FL,Purchase,No,Yes,Broker,240,3,Non-Bank D,No
409225,2025-02,Home Equity Loan,2022-06-23,225193,154789,147523,58.46,35.65,3.59,30 Days,622,NY,Refinance,No,No,Retail,180,5,Bank A,No
409226,2025-02,Home Equity Loan,2021-08-10,790574,466358,433180,84.5,29.55,5.0,Current,593,GA,Purchase,No,No,Broker,240,5,Non-Bank D,No
409227,2025-02,First Lien Mortgage,2023-01-06,660194,259074,126438,97.36,49.04,8.7,Current,628,GA,Purchase,No,No,Correspondent,240,7,Non-Bank D,No
409228,2025-02,Home Equity Loan,2017-05-27,213758,326302,98109,57.53,33.48,5.19,60 Days,787,TX,Home Improvement,No,No,Correspondent,360,5,Bank B,No
409229,2025-02,First Lien Mortgage,2019-03-06,532077,158533,318430,46.82,31.65,8.66,Current,793,FL,Home Improvement,No,No,Broker,180,7,Bank A,Yes
409230,2025-02,First Lien Mortgage,2016-12-11,888981,352171,287540,82.88,12.53,3.68,Current,835,WA,Cash-Out Refinance,No,No,Direct,240,3,Non-Bank D,No
409231,2025-02,First Lien Mortgage,2016-10-14,78359,245873,106702,70.59,50.29,8.32,Current,836,WA,Home Improvement,No,No,Broker,180,7,Bank C,Yes
409232,2025-02,Home Equity Loan,2018-05-14,450686,490715,11905,42.24,28.26,4.71,30 Days,578,TX,Refinance,No,No,Broker,360,5,Bank C,Yes
409233,2025-02,First Lien Mortgage,2019-03-25,329615,216183,341330,79.23,50.03,4.88,Current,763,NY,Purchase,No,No,Correspondent,360,10,Bank A,No
409234,2025-02,First Lien Mortgage,2023-11-12,347482,455750,108837,81.16,39.08,3.77,30 Days,677,WA,Purchase,No,No,Direct,360,5,Bank C,Yes
409235,2025-02,Home Equity Loan,2020-06-22,188802,15768,370713,46.08,46.93,8.58,Current,764,TX,Refinance,No,No,Direct,360,5,Non-Bank D,No
409236,2025-02,Home Equity Loan,2021-02-20,622561,353478,142119,55.51,27.22,8.73,Current,596,CA,Refinance,No,No,Retail,240,3,Bank B,No
409237,2025-02,First Lien Mortgage,2022-04-07,300268,275030,214944,93.98,31.44,4.7,Current,685,NY,Home Improvement,No,No,Retail,180,5,Bank C,No
409238,2025-02,First Lien Mortgage,2019-06-03,678345,223275,62489,50.61,52.51,5.63,Current,752,WA,Home Improvement,No,No,Retail,240,5,Bank C,No
409239,2025-02,First Lien Mortgage,2019-01-05,203959,151125,307248,41.75,50.25,9.86,Current,685,FL,Refinance,No,No,Broker,360,3,Non-Bank D,No
409240,2025-02,First Lien Mortgage,2016-10-19,202065,295662,404045,56.69,56.92,3.7,Current,590,NY,Cash-Out Refinance,No,No,Broker,360,10,Non-Bank D,No
409241,2025-02,Home Equity Loan,2021-09-19,280548,482977,396520,95.06,26.07,7.1,60 Days,801,GA,Refinance,No,No,Broker,180,3,Bank C,Yes
409242,2025-02,First Lien Mortgage,2020-05-26,883038,97919,167382,87.35,35.45,6.4,30 Days,626,GA,Cash-Out Refinance,No,No,Correspondent,360,7,Bank A,Yes
409243,2025-02,First Lien Mortgage,2019-11-09,439824,440901,206464,76.24,47.4,5.63,Current,735,NY,Home Improvement,No,No,Broker,180,3,Bank A,No
409244,2025-02,Home Equity Loan,2016-05-12,651424,116600,155695,55.82,28.05,6.93,Current,849,FL,Cash-Out Refinance,No,No,Direct,240,5,Non-Bank D,No
409245,2025-02,First Lien Mortgage,2017-12-03,93103,322316,36980,41.47,36.09,5.41,Current,773,WA,Refinance,No,No,Direct,240,7,Non-Bank D,No
409246,2025-02,First Lien Mortgage,2016-11-17,512056,372247,126250,49.57,47.14,5.31,30 Days,820,GA,Home Improvement,No,No,Broker,360,10,Bank A,Yes
409247,2025-02,First Lien Mortgage,2019-11-27,743171,438967,101155,73.76,46.65,7.86,Current,810,NY,Home Improvement,No,No,Broker,360,3,Bank B,Yes
409248,2025-02,First Lien Mortgage,2019-09-13,614108,188288,203658,40.72,17.62,8.22,Current,849,GA,Home Improvement,No,No,Correspondent,240,7,Non-Bank D,Yes
409249,2025-02,First Lien Mortgage,2019-01-04,79387,263332,392654,72.6,15.36,6.18,Current,679,NY,Refinance,No,No,Retail,180,5,Bank B,No
409250,2025-02,First Lien Mortgage,2023-02-25,948374,284508,247134,89.81,18.86,8.56,Current,656,FL,Purchase,No,No,Retail,240,5,Bank C,Yes
409251,2025-02,Home Equity Loan,2022-08-05,368859,400776,129236,59.38,31.03,4.89,Current,607,WA,Home Improvement,No,No,Retail,360,5,Bank C,No
409252,2025-02,Home Equity Loan,2020-01-03,369440,426854,215277,69.93,17.16,5.18,Current,552,IL,Refinance,No,No,Retail,360,5,Non-Bank D,No
409253,2025-02,First Lien Mortgage,2019-02-08,783043,10485,41424,80.4,24.51,6.33,Current,543,WA,Home Improvement,No,No,Broker,240,3,Bank B,No
409254,2025-02,First Lien Mortgage,2021-03-01,391540,487244,45831,60.72,30.16,6.75,Current,820,NY,Home Improvement,No,No,Retail,360,7,Bank C,Yes
409255,2025-02,First Lien Mortgage,2021-10-19,947029,398865,331810,63.25,55.82,9.69,Current,841,NY,Refinance,No,No,Direct,180,7,Bank C,No
409256,2025-02,Home Equity Loan,2015-12-12,348821,359905,338054,43.52,20.55,6.76,Current,584,FL,Cash-Out Refinance,No,No,Retail,180,3,Bank A,Yes
409257,2025-02,First Lien Mortgage,2018-12-20,554506,105217,378481,75.41,42.59,2.59,Current,726,IL,Purchase,No,No,Direct,180,5,Bank C,Yes
409258,2025-02,Home Equity Loan,2022-04-01,714307,112561,14186,44.52,26.0,3.59,Current,637,GA,Cash-Out Refinance,No,No,Retail,240,10,Bank A,Yes
409259,2025-02,First Lien Mortgage,2017-01-12,252019,437472,449596,43.94,53.73,4.08,Current,585,TX,Refinance,No,No,Direct,180,5,Non-Bank D,Yes
409260,2025-02,First Lien Mortgage,2016-09-11,428487,296570,388104,61.87,32.39,6.42,Current,553,GA,Cash-Out Refinance,No,No,Direct,240,5,Bank A,No
409261,2025-02,First Lien Mortgage,2023-06-03,229528,201665,317472,60.25,52.81,3.13,30 Days,709,IL,Cash-Out Refinance,No,No,Correspondent,360,7,Bank C,Yes
409262,2025-02,First Lien Mortgage,2020-09-03,318707,70359,388845,66.61,39.07,4.03,Current,673,NY,Purchase,No,No,Retail,360,7,Bank B,No
409263,2025-02,Home Equity Loan,2020-08-09,996742,52329,67730,62.32,34.83,8.12,Current,691,TX,Cash-Out Refinance,No,No,Broker,360,3,Bank C,No
409264,2025-02,Home Equity Loan,2018-05-19,779558,334060,314561,42.73,20.53,6.35,Current,743,FL,Refinance,Yes,No,Correspondent,240,10,Bank A,Yes
409265,2025-02,Home Equity Loan,2022-03-18,464725,117869,446495,50.2,49.0,5.02,Current,664,IL,Home Improvement,Yes,No,Correspondent,360,7,Bank C,No
409266,2025-02,Home Equity Loan,2019-07-04,821263,50227,119376,51.37,13.23,8.8,Current,793,FL,Purchase,Yes,No,Broker,180,5,Bank A,No
409267,2025-02,First Lien Mortgage,2018-07-22,896997,245855,45006,53.73,51.22,8.16,Current,507,GA,Home Improvement,No,No,Retail,240,5,Bank B,No
409268,2025-02,First Lien Mortgage,2020-12-23,680537,433242,406038,54.98,54.93,9.97,Current,840,TX,Home Improvement,No,No,Broker,240,3,Bank C,Yes
409269,2025-02,Home Equity Loan,2020-06-05,64393,291980,220665,44.75,36.42,6.11,Current,767,WA,Refinance,No,No,Broker,180,10,Non-Bank D,Yes
409270,2025-02,First Lien Mortgage,2016-03-02,87119,248059,370112,67.46,30.12,5.17,Current,592,TX,Home Improvement,No,No,Retail,360,3,Bank A,No
409271,2025-02,First Lien Mortgage,2016-09-21,506983,234459,172378,78.21,33.26,9.42,Current,504,FL,Refinance,No,No,Broker,180,7,Bank A,Yes
409272,2025-02,Home Equity Loan,2023-03-31,362029,95311,307760,81.72,27.43,3.91,60 Days,693,NY,Cash-Out Refinance,No,No,Broker,180,7,Bank C,No
409273,2025-02,Home Equity Loan,2021-12-09,40560,419535,157813,73.46,16.78,3.48,Current,846,NY,Purchase,No,No,Correspondent,240,5,Bank B,No
409274,2025-02,First Lien Mortgage,2019-12-08,465829,364686,27561,98.56,15.25,9.68,Current,514,WA,Home Improvement,No,No,Direct,360,5,Bank A,Yes
409275,2025-02,Home Equity Loan,2016-11-16,384618,345391,287732,72.96,23.15,7.77,Current,811,IL,Cash-Out Refinance,No,No,Correspondent,360,7,Bank A,No
409276,2025-02,Home Equity Loan,2017-10-05,598272,434682,413577,60.05,14.85,4.39,Current,829,NY,Refinance,No,No,Retail,180,10,Bank C,No
409277,2025-02,Home Equity Loan,2020-09-19,409902,395722,437049,71.67,47.67,7.66,Current,666,GA,Home Improvement,No,No,Correspondent,240,10,Non-Bank D,No
409278,2025-02,Home Equity Loan,2017-04-17,130115,189030,291035,95.12,55.52,8.62,Current,801,GA,Home Improvement,No,No,Correspondent,360,7,Non-Bank D,Yes
409279,2025-02,Home Equity Loan,2016-04-06,689113,344473,387334,81.7,20.42,6.27,60 Days,798,FL,Refinance,No,No,Direct,180,5,Bank A,Yes
409280,2025-02,Home Equity Loan,2021-06-08,460395,316281,412774,61.79,13.52,5.11,Current,530,FL,Refinance,No,No,Broker,360,5,Non-Bank D,No
409281,2025-02,Home Equity Loan,2015-05-29,147504,445068,135251,63.11,40.4,6.44,Current,504,FL,Cash-Out Refinance,No,No,Retail,240,10,Bank C,No
409282,2025-02,First Lien Mortgage,2016-09-30,841795,169040,127128,81.66,28.83,8.96,Current,523,IL,Purchase,No,No,Correspondent,240,10,Bank C,Yes
409283,2025-02,Home Equity Loan,2020-11-12,382593,445565,256505,95.19,47.01,9.53,30 Days,626,IL,Purchase,Yes,No,Direct,240,10,Bank A,No
409284,2025-02,First Lien Mortgage,2016-04-04,984209,56181,20124,82.3,33.26,5.46,60 Days,548,CA,Purchase,Yes,No,Retail,180,5,Bank C,No
409285,2025-02,First Lien Mortgage,2023-03-12,914660,60986,120291,56.1,15.57,4.55,Current,789,CA,Cash-Out Refinance,No,No,Broker,240,7,Bank C,Yes
409286,2025-02,Home Equity Loan,2021-01-27,472063,340731,423300,75.13,30.47,5.23,Current,816,TX,Purchase,No,No,Retail,360,3,Bank C,No
409287,2025-02,First Lien Mortgage,2017-10-19,564992,57878,217175,49.12,17.04,6.57,Current,611,FL,Refinance,No,No,Broker,240,5,Bank A,Yes
409288,2025-02,Home Equity Loan,2022-09-17,222706,401046,442476,84.6,29.45,9.99,Current,802,CA,Home Improvement,No,No,Correspondent,240,10,Non-Bank D,No
409289,2025-02,Home Equity Loan,2020-11-29,936500,312564,449650,82.62,40.32,3.92,Current,736,FL,Cash-Out Refinance,No,No,Correspondent,240,5,Bank B,Yes
409290,2025-02,Home Equity Loan,2020-01-11,338897,39303,66101,87.38,59.05,4.92,Current,506,WA,Purchase,No,No,Direct,360,5,Non-Bank D,Yes
409291,2025-02,First Lien Mortgage,2023-12-21,447688,172623,409999,70.33,29.78,2.82,60 Days,620,IL,Purchase,No,No,Retail,360,7,Bank C,No
409292,2025-02,First Lien Mortgage,2023-01-21,295076,143142,232640,41.61,22.38,6.42,Current,537,TX,Home Improvement,No,No,Retail,180,5,Bank B,No
409293,2025-02,First Lien Mortgage,2016-01-15,465300,454308,65331,86.16,46.77,7.0,Current,746,GA,Cash-Out Refinance,Yes,No,Correspondent,360,7,Bank C,No
409294,2025-02,Home Equity Loan,2015-08-12,583062,303974,193714,41.93,46.63,2.56,Current,747,GA,Refinance,No,No,Direct,240,7,Bank A,Yes
409295,2025-02,First Lien Mortgage,2021-06-30,502558,79244,101138,59.48,17.56,5.62,60 Days,692,IL,Refinance,No,No,Broker,360,10,Non-Bank D,Yes
409296,2025-02,First Lien Mortgage,2020-09-23,168349,419303,343062,49.59,40.31,7.42,Current,551,WA,Purchase,No,No,Broker,360,7,Bank C,No
409297,2025-02,Home Equity Loan,2023-08-05,740763,175239,449015,50.91,53.38,6.3,Current,562,FL,Purchase,No,No,Retail,180,10,Bank C,No
409298,2025-02,Home Equity Loan,2021-03-05,660069,361170,248878,61.83,44.52,5.19,Current,720,GA,Home Improvement,No,No,Broker,180,5,Bank A,No
409299,2025-02,Home Equity Loan,2023-06-06,998906,54387,193377,44.27,57.41,5.15,Current,742,NY,Home Improvement,No,No,Direct,360,7,Bank B,Yes
409300,2025-02,Home Equity Loan,2019-04-24,345792,276861,53880,81.58,46.85,2.73,Current,820,GA,Refinance,Yes,No,Direct,180,3,Bank C,No
409301,2025-02,First Lien Mortgage,2017-06-03,235786,158692,342398,85.65,30.44,2.76,Current,698,NY,Home Improvement,No,No,Broker,240,5,Non-Bank D,No
409302,2025-02,First Lien Mortgage,2020-04-30,698644,293299,305311,70.99,23.87,6.49,Current,584,GA,Cash-Out Refinance,No,No,Correspondent,180,5,Non-Bank D,No
409303,2025-02,First Lien Mortgage,2018-12-27,292950,376283,385278,44.55,29.6,9.73,Current,788,WA,Purchase,No,No,Broker,180,5,Bank B,Yes
409304,2025-02,First Lien Mortgage,2016-10-02,880236,375401,192360,51.52,54.08,6.8,Current,691,WA,Cash-Out Refinance,No,No,Direct,360,7,Non-Bank D,No
409305,2025-02,Home Equity Loan,2018-07-03,657474,222017,133618,50.13,49.57,9.34,Current,658,GA,Cash-Out Refinance,No,No,Correspondent,180,10,Non-Bank D,Yes
409306,2025-02,Home Equity Loan,2021-06-10,942958,474265,81405,69.92,32.78,9.58,Current,818,WA,Refinance,No,No,Correspondent,240,7,Bank C,No
409307,2025-02,Home Equity Loan,2016-08-09,794859,12219,339810,79.3,58.43,9.9,Current,513,GA,Home Improvement,No,No,Correspondent,240,5,Bank C,No
409308,2025-02,First Lien Mortgage,2022-05-14,941505,269401,61081,68.13,56.82,5.15,Current,526,IL,Refinance,No,No,Correspondent,240,7,Bank B,Yes
409309,2025-02,Home Equity Loan,2015-06-27,120376,259375,390862,59.54,20.47,7.8,Current,551,FL,Refinance,No,No,Correspondent,360,10,Non-Bank D,No
409310,2025-02,Home Equity Loan,2017-05-21,122636,424546,161107,66.69,35.3,5.28,Current,753,GA,Purchase,No,No,Correspondent,360,7,Bank C,No
409311,2025-02,Home Equity Loan,2019-05-31,349302,174523,73400,54.04,36.58,2.54,Current,669,CA,Purchase,No,No,Direct,240,3,Bank A,No
409312,2025-02,Home Equity Loan,2017-06-06,186746,474221,315183,94.14,39.43,9.74,Current,606,FL,Purchase,No,No,Broker,180,5,Non-Bank D,No
409313,2025-02,Home Equity Loan,2017-09-26,153583,230115,74197,92.35,21.35,6.44,Current,679,CA,Home Improvement,No,No,Broker,180,5,Non-Bank D,Yes
409314,2025-02,Home Equity Loan,2019-12-27,797456,131763,52143,47.14,59.41,3.03,Current,623,NY,Purchase,No,No,Broker,360,7,Non-Bank D,No
409315,2025-02,First Lien Mortgage,2017-11-06,824499,314034,185769,55.64,16.7,6.47,Current,581,TX,Cash-Out Refinance,No,No,Direct,360,7,Bank B,No
409316,2025-02,Home Equity Loan,2015-01-31,599181,474747,447743,76.17,51.67,7.49,Current,603,TX,Purchase,No,No,Broker,240,5,Bank A,No
409317,2025-02,Home Equity Loan,2023-03-16,375050,478431,348435,61.68,44.88,7.74,Current,718,FL,Home Improvement,No,No,Retail,240,7,Bank B,No
409318,2025-02,Home Equity Loan,2019-12-18,288197,179977,376245,89.62,47.02,5.96,Current,801,NY,Purchase,No,No,Retail,240,5,Bank A,No
409319,2025-02,First Lien Mortgage,2022-05-21,731114,228652,40381,93.82,25.93,9.97,Current,695,IL,Home Improvement,No,No,Direct,360,7,Bank C,Yes
409320,2025-02,First Lien Mortgage,2021-03-09,139524,26248,333162,54.14,20.18,8.4,30 Days,698,NY,Refinance,No,No,Direct,240,10,Bank C,Yes
409321,2025-02,First Lien Mortgage,2017-01-13,551677,399265,238987,68.85,45.96,3.19,30 Days,675,FL,Purchase,No,No,Broker,360,3,Non-Bank D,Yes
409322,2025-02,First Lien Mortgage,2019-01-16,495150,179411,137285,60.41,42.02,5.83,Current,667,GA,Home Improvement,No,Yes,Direct,180,10,Bank B,Yes
409323,2025-02,First Lien Mortgage,2022-07-01,47760,58574,321608,46.64,17.33,5.0,Current,659,GA,Purchase,No,No,Correspondent,360,10,Bank A,No
409324,2025-02,Home Equity Loan,2022-06-16,324969,341967,177074,42.16,38.44,5.57,Current,568,WA,Purchase,No,No,Correspondent,180,3,Bank B,No
409325,2025-02,Home Equity Loan,2023-09-29,65825,122715,316409,85.59,42.68,6.14,Current,732,CA,Cash-Out Refinance,No,No,Correspondent,360,5,Bank C,No
409326,2025-02,First Lien Mortgage,2016-11-24,531437,219377,190411,43.19,19.78,8.15,Current,764,CA,Purchase,No,No,Broker,360,3,Non-Bank D,No
409327,2025-02,Home Equity Loan,2020-02-05,384553,70495,234395,46.87,53.46,3.07,Current,501,GA,Refinance,No,No,Correspondent,360,5,Bank A,No
409328,2025-02,First Lien Mortgage,2021-02-26,433836,147170,16081,71.68,32.02,9.06,Current,660,CA,Cash-Out Refinance,No,No,Broker,180,5,Bank B,No
409329,2025-02,Home Equity Loan,2023-02-06,524644,62021,7876,47.17,30.05,4.06,Current,668,NY,Cash-Out Refinance,No,No,Retail,360,5,Bank C,Yes
409330,2025-02,First Lien Mortgage,2016-12-03,750627,499540,200171,91.66,55.86,6.83,Current,577,IL,Cash-Out Refinance,No,No,Broker,240,10,Non-Bank D,Yes
409331,2025-02,Home Equity Loan,2017-01-20,312710,276809,52621,55.28,37.17,2.5,Current,597,IL,Home Improvement,No,No,Retail,240,5,Non-Bank D,Yes
409332,2025-02,Home Equity Loan,2020-07-31,823287,333603,116304,43.35,54.76,6.49,90+ Days,616,WA,Cash-Out Refinance,Yes,No,Correspondent,180,7,Bank C,No
409333,2025-02,First Lien Mortgage,2023-12-21,139683,253967,375243,95.1,35.31,6.43,Current,736,FL,Cash-Out Refinance,No,No,Broker,360,7,Bank B,Yes
409334,2025-02,Home Equity Loan,2020-12-09,818949,13609,80059,59.65,16.39,3.92,Current,640,NY,Purchase,No,No,Correspondent,240,7,Non-Bank D,Yes
409335,2025-02,First Lien Mortgage,2020-10-29,942788,126473,340140,54.93,27.58,4.09,Current,556,FL,Home Improvement,No,No,Retail,180,10,Non-Bank D,No
409336,2025-02,Home Equity Loan,2015-06-30,787322,181269,269111,48.33,58.56,6.35,Current,529,CA,Purchase,No,No,Correspondent,360,5,Bank C,Yes
409337,2025-02,Home Equity Loan,2018-10-03,467025,362973,210514,47.36,41.09,8.85,Current,769,FL,Refinance,No,No,Correspondent,240,10,Non-Bank D,Yes
409338,2025-02,First Lien Mortgage,2022-02-22,395707,297924,311431,87.8,16.71,7.61,Current,514,NY,Purchase,No,No,Retail,240,3,Bank C,No
409339,2025-02,First Lien Mortgage,2018-10-31,55141,465332,188443,55.53,54.69,6.2,Current,736,NY,Refinance,No,No,Correspondent,180,5,Non-Bank D,Yes
409340,2025-02,First Lien Mortgage,2019-06-29,594248,146053,330111,78.79,20.92,2.73,Current,688,WA,Home Improvement,No,No,Direct,180,5,Bank A,No
409341,2025-02,First Lien Mortgage,2023-09-24,450103,494182,338913,73.49,15.42,8.76,Current,838,WA,Purchase,No,No,Direct,240,7,Bank A,Yes
409342,2025-02,First Lien Mortgage,2019-03-21,398349,65262,311759,84.91,49.67,6.41,Current,839,CA,Purchase,No,No,Direct,360,5,Bank A,Yes
409343,2025-02,First Lien Mortgage,2018-06-11,112850,376723,112431,48.56,38.3,5.07,60 Days,631,TX,Cash-Out Refinance,No,No,Correspondent,240,7,Bank C,Yes
409344,2025-02,First Lien Mortgage,2021-08-10,740054,388058,116605,99.38,40.6,2.9,Current,832,NY,Home Improvement,No,No,Broker,240,7,Bank C,No
