Account Number,Reporting Period,Credit Limit,Outstanding Balance,Interest Rate,Minimum Payment Due,Payment Status,Delinquency Status,Credit Score,Utilization Ratio,Charge-Off Status
307455,2025-02,28315,40668,24.66,926,Missed Payment,Current,704,92.14,No
307456,2025-02,48888,11643,19.36,708,Missed Payment,Current,781,61.92,No
307457,2025-02,44475,43261,17.81,587,Partial Payment,Current,628,63.68,No
307458,2025-02,27184,21285,16.98,567,Paid in Full,Current,738,30.2,No
307459,2025-02,48401,19065,11.29,535,Paid in Full,Current,645,86.02,No
307460,2025-02,31886,40497,19.11,153,Paid in Full,Current,649,22.47,No
307461,2025-02,6362,44177,19.01,585,Paid in Full,Current,704,52.29,No
307462,2025-02,11129,35942,22.67,942,Paid in Full,Current,686,70.98,No
307463,2025-02,44759,11924,15.18,844,Partial Payment,90+ Days,771,25.66,No
307464,2025-02,10933,24086,13.78,646,Paid in Full,Current,669,75.87,No
307465,2025-02,31581,29429,10.17,963,Paid in Full,Current,664,56.14,No
307466,2025-02,16264,25853,22.68,879,Partial Payment,Current,579,36.98,No
307467,2025-02,5807,8408,13.27,241,Partial Payment,Current,543,34.31,No
307468,2025-02,36771,30300,23.86,933,Paid in Full,Current,608,70.8,No
307469,2025-02,37006,18271,11.13,102,Paid in Full,Current,752,46.07,No
307470,2025-02,18168,19349,19.75,500,Paid in Full,90+ Days,781,7.73,No
307471,2025-02,44387,17346,17.06,751,Paid in Full,Current,577,25.65,No
307472,2025-02,6063,39647,14.75,495,Paid in Full,Current,804,48.14,No
307473,2025-02,47664,19759,14.17,610,Partial Payment,Current,537,89.86,No
307474,2025-02,10064,31541,19.03,918,Paid in Full,Current,697,66.19,No
307475,2025-02,29394,43126,17.62,372,Paid in Full,Current,778,50.99,No
307476,2025-02,40986,4869,20.62,79,Partial Payment,Current,816,21.98,No
307477,2025-02,4705,33700,17.48,461,Paid in Full,Current,675,45.49,No
307478,2025-02,31331,44054,17.45,633,Paid in Full,30 Days,779,16.59,No
307479,2025-02,21637,41370,16.43,149,Partial Payment,Current,796,46.83,No
307480,2025-02,26988,14490,19.95,964,Paid in Full,Current,724,34.99,No
307481,2025-02,2506,43502,18.9,365,Missed Payment,Current,829,15.49,No
307482,2025-02,48705,14547,22.07,283,Paid in Full,Current,699,10.45,No
307483,2025-02,2200,43899,22.46,314,Paid in Full,Current,590,63.54,No
307484,2025-02,20113,42976,11.9,180,Partial Payment,Current,692,78.09,No
307485,2025-02,25458,18263,23.02,950,Partial Payment,Current,755,10.72,No
307486,2025-02,26738,38116,13.58,850,Partial Payment,Current,501,51.62,No
307487,2025-02,44739,43651,12.87,807,Partial Payment,Current,776,22.29,No
307488,2025-02,38877,1473,11.02,855,Paid in Full,Current,698,54.39,No
307489,2025-02,11112,41677,21.1,823,Partial Payment,Current,587,68.66,No
307490,2025-02,1870,17429,12.79,843,Paid in Full,Current,664,57.29,No
307491,2025-02,30697,17799,22.01,120,Partial Payment,Current,692,37.87,No
307492,2025-02,43489,32773,22.32,476,Partial Payment,Current,830,19.12,No
307493,2025-02,15225,13102,22.27,870,Paid in Full,Current,722,74.02,No
307494,2025-02,9902,3547,10.27,998,Partial Payment,Current,819,58.15,No
307495,2025-02,49354,35908,11.87,838,Partial Payment,60 Days,846,48.09,No
307496,2025-02,5079,18958,17.37,520,Paid in Full,Current,792,36.36,No
307497,2025-02,32511,40880,19.97,91,Paid in Full,Current,770,17.47,No
307498,2025-02,4037,31906,17.65,709,Paid in Full,Current,726,60.2,No
307499,2025-02,18253,30469,12.99,821,Paid in Full,60 Days,804,69.56,No
307500,2025-02,42538,29645,24.42,389,Partial Payment,Current,837,60.98,No
307501,2025-02,6979,5843,19.2,217,Paid in Full,Current,638,59.2,No
307502,2025-02,48807,12637,22.52,986,Partial Payment,Current,686,44.87,No
307503,2025-02,9106,35128,16.37,817,Paid in Full,Current,728,23.12,No
307504,2025-02,18832,41356,10.51,216,Partial Payment,Current,518,77.51,No
307505,2025-02,15355,35336,20.35,919,Paid in Full,Current,549,9.2,No
307506,2025-02,27717,3355,14.41,412,Paid in Full,60 Days,579,25.7,No
307507,2025-02,42107,28398,23.78,879,Missed Payment,Current,761,85.28,No
307508,2025-02,3951,15688,18.48,796,Paid in Full,30 Days,830,87.62,No
307509,2025-02,46943,4984,14.04,925,Paid in Full,Current,694,39.98,No
307510,2025-02,17744,27721,11.69,808,Missed Payment,Current,736,62.85,No
307511,2025-02,19421,9700,19.89,306,Paid in Full,30 Days,746,11.03,No
307512,2025-02,6404,30512,21.22,471,Paid in Full,Current,720,67.3,No
307513,2025-02,7474,19185,22.41,537,Paid in Full,30 Days,606,14.97,No
307514,2025-02,31493,15393,19.35,427,Paid in Full,90+ Days,724,44.58,No
307515,2025-02,2333,42719,14.0,952,Paid in Full,Current,844,42.88,No
307516,2025-02,29362,41438,18.5,644,Partial Payment,Current,587,29.91,No
307517,2025-02,39820,7595,21.29,256,Paid in Full,Current,503,81.75,No
307518,2025-02,21206,30070,21.18,962,Paid in Full,Current,528,40.24,No
307519,2025-02,17082,44705,23.3,819,Partial Payment,Current,585,79.38,No
307520,2025-02,36279,6981,14.83,731,Paid in Full,Current,600,73.65,No
307521,2025-02,36004,31611,19.02,449,Paid in Full,30 Days,664,73.01,No
307522,2025-02,25649,7869,21.5,648,Paid in Full,Current,538,51.25,No
307523,2025-02,11955,20042,12.86,259,Paid in Full,Current,559,93.35,No
307524,2025-02,4008,12209,22.02,749,Paid in Full,Current,771,17.08,No
307525,2025-02,24472,40255,18.93,534,Paid in Full,Current,694,84.05,No
307526,2025-02,24363,12813,13.23,114,Paid in Full,Current,512,75.75,No
307527,2025-02,3050,17866,22.87,831,Partial Payment,Current,777,14.91,No
307528,2025-02,3865,22607,18.2,218,Missed Payment,Current,645,74.14,No
307529,2025-02,46269,36974,18.4,98,Missed Payment,Current,673,73.26,No
307530,2025-02,36269,22160,17.54,854,Paid in Full,90+ Days,611,70.33,Yes
307531,2025-02,21271,14728,15.52,793,Paid in Full,Current,648,43.04,No
307532,2025-02,46474,17587,18.34,66,Paid in Full,Current,565,51.75,No
307533,2025-02,47994,24465,15.72,97,Paid in Full,Current,760,57.69,No
307534,2025-02,23842,28168,23.69,539,Paid in Full,Current,720,23.59,No
307535,2025-02,49853,13126,10.02,291,Missed Payment,Current,586,57.29,No
307536,2025-02,22736,27286,13.54,709,Paid in Full,Current,739,33.52,No
307537,2025-02,45493,6730,10.75,693,Paid in Full,Current,643,67.07,No
307538,2025-02,42838,32604,20.06,331,Partial Payment,Current,733,34.41,No
307539,2025-02,20086,21627,15.44,404,Paid in Full,Current,636,11.91,No
307540,2025-02,43523,27802,20.98,448,Partial Payment,Current,704,10.54,No
307541,2025-02,3052,41602,23.21,864,Partial Payment,Current,778,48.74,No
307542,2025-02,16809,37033,22.35,56,Paid in Full,Current,516,75.69,No
307543,2025-02,27424,28093,10.1,572,Partial Payment,Current,803,53.02,No
307544,2025-02,14563,15879,18.25,632,Paid in Full,Current,604,59.61,No
307545,2025-02,42793,19682,13.03,640,Paid in Full,30 Days,604,26.84,No
307546,2025-02,31413,16187,13.64,986,Partial Payment,Current,676,38.48,No
307547,2025-02,2414,24071,20.1,92,Partial Payment,60 Days,822,47.16,No
307548,2025-02,13764,29526,11.56,57,Paid in Full,30 Days,822,25.49,No
307549,2025-02,44292,35531,16.86,747,Partial Payment,Current,602,77.45,No
307550,2025-02,22850,731,19.79,229,Paid in Full,Current,654,34.79,No
307551,2025-02,24867,20546,17.48,597,Paid in Full,Current,521,69.59,No
307552,2025-02,9257,39798,24.46,429,Paid in Full,Current,649,44.16,No
307553,2025-02,31052,23728,24.37,780,Missed Payment,Current,792,56.88,Yes
307554,2025-02,41741,13868,11.59,853,Paid in Full,Current,575,90.62,No
307555,2025-02,46272,17203,22.65,376,Paid in Full,Current,775,69.11,No
307556,2025-02,45862,21102,19.25,247,Paid in Full,Current,800,29.61,No
307557,2025-02,20850,44154,16.2,546,Partial Payment,Current,583,47.44,No
307558,2025-02,19066,20620,22.23,649,Paid in Full,Current,513,54.59,No
307559,2025-02,15391,20450,17.01,868,Paid in Full,Current,528,38.92,No
307560,2025-02,30709,37566,13.89,207,Paid in Full,Current,699,43.44,No
307561,2025-02,46685,30174,16.73,903,Paid in Full,Current,835,53.1,No
307562,2025-02,43044,36718,14.87,959,Paid in Full,Current,772,44.31,No
307563,2025-02,37189,39925,18.51,885,Missed Payment,Current,553,93.68,No
307564,2025-02,47764,29352,17.35,508,Paid in Full,Current,798,70.98,No
307565,2025-02,2162,12630,13.36,535,Paid in Full,Current,740,56.88,No
307566,2025-02,43120,35044,11.33,350,Paid in Full,Current,562,26.27,No
307567,2025-02,6314,27941,21.93,538,Paid in Full,Current,602,6.2,No
307568,2025-02,21917,39275,22.88,152,Paid in Full,Current,632,41.31,No
307569,2025-02,21999,37726,13.55,595,Paid in Full,Current,555,36.05,No
307570,2025-02,1783,23366,11.59,536,Paid in Full,Current,808,22.54,No
307571,2025-02,17403,43362,17.53,580,Partial Payment,Current,707,49.94,No
307572,2025-02,46115,44598,15.36,521,Paid in Full,Current,720,91.11,No
307573,2025-02,41627,42482,15.28,204,Paid in Full,Current,600,27.52,No
307574,2025-02,16802,30925,18.72,293,Paid in Full,Current,664,59.05,No
307575,2025-02,34392,11892,20.18,189,Paid in Full,Current,609,41.42,No
307576,2025-02,39005,21599,23.11,457,Partial Payment,Current,804,58.13,Yes
307577,2025-02,45882,33827,11.21,531,Paid in Full,Current,636,72.4,No
307578,2025-02,11184,30353,20.19,985,Paid in Full,Current,740,47.85,No
307579,2025-02,14951,41413,14.69,662,Missed Payment,Current,580,55.33,No
307580,2025-02,45236,24051,14.89,344,Partial Payment,30 Days,592,51.35,No
307581,2025-02,19587,33697,17.24,183,Partial Payment,Current,800,61.52,No
307582,2025-02,7756,36923,14.08,659,Paid in Full,Current,839,52.26,No
307583,2025-02,25432,40758,10.6,482,Paid in Full,Current,582,82.55,Yes
307584,2025-02,6695,34580,10.8,276,Partial Payment,Current,580,48.3,No
307585,2025-02,17930,34252,11.78,528,Missed Payment,Current,515,90.21,No
307586,2025-02,44858,32960,24.3,394,Paid in Full,Current,778,29.93,No
307587,2025-02,2773,6178,21.91,898,Paid in Full,Current,658,82.44,No
307588,2025-02,41540,28467,10.64,680,Partial Payment,Current,745,42.72,No
307589,2025-02,44601,30164,24.55,840,Paid in Full,Current,503,94.62,No
307590,2025-02,38153,24291,12.86,403,Paid in Full,Current,599,58.56,No
307591,2025-02,37900,39808,13.04,833,Paid in Full,Current,509,41.88,No
307592,2025-02,32911,7593,21.26,742,Missed Payment,Current,717,15.35,No
307593,2025-02,31363,8417,13.54,227,Paid in Full,Current,792,32.87,No
307594,2025-02,20728,38270,12.18,965,Partial Payment,Current,592,88.57,No
307595,2025-02,45074,44455,14.58,98,Paid in Full,Current,770,21.11,No
307596,2025-02,14321,33971,22.68,440,Paid in Full,Current,779,69.35,No
307597,2025-02,49600,9679,12.5,865,Paid in Full,Current,518,50.43,No
307598,2025-02,6594,878,15.07,76,Paid in Full,Current,846,30.75,No
307599,2025-02,4478,6813,19.91,490,Paid in Full,Current,613,49.33,No
307600,2025-02,40366,16378,11.26,804,Partial Payment,30 Days,665,84.72,No
307601,2025-02,38020,24368,15.83,970,Partial Payment,Current,560,39.2,No
307602,2025-02,43989,11376,22.2,694,Paid in Full,30 Days,562,89.35,No
307603,2025-02,5122,32766,24.35,703,Paid in Full,Current,692,81.21,No
307604,2025-02,19901,15190,17.69,64,Paid in Full,Current,547,10.78,No
307605,2025-02,4267,11395,10.7,181,Paid in Full,Current,511,56.19,No
307606,2025-02,29963,37382,17.27,496,Missed Payment,Current,749,86.83,No
307607,2025-02,24236,6138,10.29,86,Paid in Full,Current,742,21.64,No
307608,2025-02,27770,27438,19.27,151,Paid in Full,Current,590,12.8,No
307609,2025-02,40463,14362,24.16,367,Paid in Full,Current,695,29.58,No
307610,2025-02,28913,835,20.33,70,Paid in Full,Current,606,79.44,No
307611,2025-02,27626,37384,16.18,561,Partial Payment,Current,834,17.9,No
307612,2025-02,10230,42896,10.68,354,Partial Payment,Current,636,24.87,No
307613,2025-02,33396,39771,14.79,912,Paid in Full,Current,621,22.52,No
307614,2025-02,40300,37039,23.39,65,Partial Payment,Current,793,70.5,No
307615,2025-02,33467,34925,17.2,882,Paid in Full,30 Days,823,84.91,Yes
307616,2025-02,13854,12348,18.29,348,Paid in Full,Current,760,16.82,No
307617,2025-02,31037,10703,13.53,832,Paid in Full,Current,708,49.76,No
307618,2025-02,18835,31403,11.46,189,Paid in Full,Current,710,79.98,No
307619,2025-02,23906,8919,21.37,882,Paid in Full,Current,613,40.47,No
307620,2025-02,14676,32076,19.49,464,Missed Payment,Current,536,36.26,No
307621,2025-02,48335,25076,19.89,261,Paid in Full,Current,708,36.52,No
307622,2025-02,26053,34587,14.08,519,Missed Payment,Current,652,57.89,No
307623,2025-02,25515,12134,21.51,820,Paid in Full,Current,527,33.59,No
307624,2025-02,11150,9920,18.18,543,Paid in Full,30 Days,511,5.33,No
307625,2025-02,16136,24835,22.99,783,Paid in Full,Current,692,22.96,No
307626,2025-02,28488,26804,24.1,822,Paid in Full,Current,776,73.54,No
307627,2025-02,27913,44118,22.67,822,Paid in Full,Current,560,63.59,No
307628,2025-02,28948,10949,23.59,487,Paid in Full,Current,512,86.98,No
307629,2025-02,35781,5991,14.17,252,Missed Payment,Current,510,11.13,No
307630,2025-02,7405,10337,24.77,776,Paid in Full,Current,724,27.3,No
307631,2025-02,20183,1484,15.36,899,Paid in Full,Current,693,44.64,No
307632,2025-02,26773,36836,18.35,124,Paid in Full,30 Days,755,10.11,No
307633,2025-02,17808,19557,24.15,179,Paid in Full,Current,600,7.27,No
307634,2025-02,17664,33625,22.35,575,Partial Payment,Current,810,59.04,No
307635,2025-02,26295,24243,13.3,901,Paid in Full,Current,698,84.57,No
307636,2025-02,24568,36063,18.46,710,Paid in Full,Current,729,59.67,No
307637,2025-02,35550,3406,23.73,559,Paid in Full,Current,670,55.43,No
307638,2025-02,22274,39825,14.57,154,Partial Payment,Current,663,54.36,No
307639,2025-02,42886,27203,19.49,923,Paid in Full,30 Days,838,30.91,No
307640,2025-02,21003,7483,14.54,555,Paid in Full,Current,515,64.58,No
307641,2025-02,47515,35411,12.94,995,Paid in Full,Current,678,86.78,No
307642,2025-02,11401,10970,13.8,271,Paid in Full,Current,735,88.79,No
307643,2025-02,30882,2088,18.35,803,Partial Payment,Current,663,15.81,No
307644,2025-02,44591,20477,14.15,96,Partial Payment,Current,772,55.36,No
307645,2025-02,43407,32734,14.47,73,Partial Payment,Current,834,57.51,No
307646,2025-02,1370,29436,19.05,841,Partial Payment,Current,587,34.07,No
307647,2025-02,1389,26605,24.12,723,Partial Payment,Current,805,21.06,No
307648,2025-02,30936,44643,23.68,239,Paid in Full,Current,744,57.48,No
307649,2025-02,45965,44261,24.37,301,Paid in Full,Current,639,16.46,No
307650,2025-02,3219,16834,11.05,885,Paid in Full,Current,810,92.48,No
307651,2025-02,47840,10262,11.68,661,Paid in Full,Current,541,59.99,No
307652,2025-02,10661,34723,10.63,720,Paid in Full,Current,678,62.42,No
307653,2025-02,1804,14185,19.15,470,Paid in Full,Current,677,21.36,No
307654,2025-02,32628,27750,17.82,872,Partial Payment,30 Days,647,50.12,No
307655,2025-02,48924,10971,18.25,386,Paid in Full,30 Days,705,44.31,No
307656,2025-02,43065,43413,22.57,704,Paid in Full,60 Days,570,83.24,No
307657,2025-02,39810,1508,10.96,396,Paid in Full,Current,720,30.27,No
307658,2025-02,11755,44566,24.49,536,Paid in Full,Current,551,73.69,No
307659,2025-02,2037,16824,19.79,550,Paid in Full,Current,731,13.44,No
307660,2025-02,47238,27208,13.37,802,Missed Payment,Current,770,21.88,No
307661,2025-02,46146,7502,20.5,989,Partial Payment,90+ Days,830,15.52,No
307662,2025-02,12747,39472,13.93,932,Missed Payment,Current,820,70.36,No
307663,2025-02,33511,6515,20.94,341,Paid in Full,Current,705,86.59,No
307664,2025-02,48341,40690,23.67,404,Partial Payment,Current,783,27.76,No
307665,2025-02,32345,20796,18.69,416,Paid in Full,Current,848,84.65,No
307666,2025-02,16225,33491,24.83,447,Paid in Full,30 Days,770,87.18,No
307667,2025-02,28491,29075,23.53,460,Missed Payment,Current,771,62.03,Yes
307668,2025-02,17590,7600,21.04,390,Paid in Full,Current,578,27.27,No
307669,2025-02,4880,15377,23.25,682,Paid in Full,Current,541,55.57,No
307670,2025-02,10566,4033,12.74,127,Paid in Full,Current,714,67.72,No
307671,2025-02,7918,22351,24.76,355,Paid in Full,Current,834,53.56,No
307672,2025-02,10366,22826,11.35,412,Paid in Full,30 Days,528,50.27,No
307673,2025-02,22861,11007,10.66,186,Paid in Full,Current,505,66.05,No
307674,2025-02,39964,11943,24.54,533,Partial Payment,Current,566,6.29,No
307675,2025-02,38841,28410,24.0,119,Partial Payment,Current,809,82.49,No
307676,2025-02,19381,34836,24.89,933,Paid in Full,Current,621,56.63,No
307677,2025-02,21613,2029,19.88,153,Paid in Full,Current,551,33.48,No
307678,2025-02,41879,39741,22.83,391,Paid in Full,Current,689,10.12,No
307679,2025-02,11657,40860,24.24,848,Paid in Full,Current,617,57.91,No
307680,2025-02,20858,25610,16.0,225,Partial Payment,Current,723,83.78,No
307681,2025-02,44505,7616,16.36,777,Paid in Full,Current,516,42.97,No
307682,2025-02,27326,40654,17.66,105,Paid in Full,Current,634,88.85,Yes
307683,2025-02,18710,43911,11.41,727,Paid in Full,Current,521,91.37,No
307684,2025-02,1165,4913,21.59,913,Paid in Full,60 Days,601,14.15,No
307685,2025-02,13833,18655,14.3,188,Partial Payment,30 Days,513,6.21,No
307686,2025-02,48872,30678,24.25,965,Paid in Full,30 Days,739,53.08,No
307687,2025-02,31943,23518,24.64,189,Paid in Full,Current,727,56.7,No
307688,2025-02,28605,35936,23.51,875,Paid in Full,Current,816,48.33,No
307689,2025-02,14270,27378,19.55,910,Paid in Full,Current,816,26.39,No
307690,2025-02,15394,37295,20.37,975,Paid in Full,Current,662,41.58,No
307691,2025-02,13745,37502,16.36,495,Missed Payment,Current,651,20.74,No
307692,2025-02,1399,34374,19.38,231,Paid in Full,Current,718,59.84,No
307693,2025-02,6493,29523,15.77,781,Paid in Full,Current,656,15.13,No
307694,2025-02,3255,23800,13.55,515,Paid in Full,Current,521,46.43,No
307695,2025-02,34516,8637,13.8,434,Paid in Full,Current,710,67.91,No
307696,2025-02,35596,7234,23.45,406,Partial Payment,30 Days,776,74.88,No
307697,2025-02,26403,3481,15.24,881,Paid in Full,Current,638,48.48,Yes
307698,2025-02,25179,6721,17.91,721,Paid in Full,Current,614,59.09,No
307699,2025-02,5720,12582,14.78,516,Missed Payment,Current,553,74.06,No
307700,2025-02,4967,7807,15.61,609,Paid in Full,Current,801,87.49,No
307701,2025-02,47419,43867,11.89,356,Paid in Full,Current,784,32.92,No
307702,2025-02,6582,33661,10.64,702,Paid in Full,Current,691,72.16,No
307703,2025-02,41919,3030,15.33,958,Paid in Full,Current,764,82.35,No
307704,2025-02,20888,9616,22.03,244,Partial Payment,Current,510,15.45,No
307705,2025-02,28479,29851,14.44,604,Paid in Full,Current,779,38.19,Yes
307706,2025-02,2651,19926,13.3,894,Paid in Full,Current,745,41.41,No
307707,2025-02,41652,29327,12.13,570,Paid in Full,Current,737,69.15,No
307708,2025-02,27542,30382,22.45,140,Partial Payment,Current,655,18.7,No
307709,2025-02,43821,25852,18.94,390,Paid in Full,Current,831,94.32,No
307710,2025-02,10842,33957,17.73,800,Missed Payment,Current,781,65.3,No
307711,2025-02,16063,28284,17.98,808,Paid in Full,Current,775,33.86,No
307712,2025-02,18824,28142,20.93,499,Paid in Full,Current,657,9.94,No
307713,2025-02,41145,7865,12.0,762,Paid in Full,Current,821,64.04,No
307714,2025-02,9651,27591,13.14,738,Partial Payment,Current,784,80.03,No
307715,2025-02,41536,35610,18.14,333,Paid in Full,Current,764,18.93,Yes
307716,2025-02,17236,19251,12.81,788,Partial Payment,Current,648,41.61,No
307717,2025-02,20271,27369,24.98,349,Paid in Full,Current,689,83.69,No
307718,2025-02,23933,35499,20.44,57,Partial Payment,Current,719,55.88,No
307719,2025-02,1940,34969,15.95,426,Paid in Full,Current,690,60.3,No
307720,2025-02,46813,12849,23.4,813,Paid in Full,Current,797,9.52,No
307721,2025-02,40691,34575,12.72,972,Paid in Full,Current,690,88.06,No
307722,2025-02,44688,22201,11.0,260,Paid in Full,Current,635,93.48,No
307723,2025-02,45907,10324,20.27,998,Partial Payment,Current,674,73.97,No
